ANVENDELSE,TID,TIMELOEN_KR
REST,1989,129.65539790458752
REST,1990,136.01276861737753
REST,1991,142.2256729389316
REST,1992,146.134812641841
REST,1993,149.7015153603457
REST,1994,155.14169301642644
REST,1995,159.2887034440829
REST,1996,166.92529369218957
REST,1997,169.26071762248316
REST,1998,174.4424077979281
REST,1999,179.20910777649672
REST,2000,184.59864250368378
REST,2001,191.20660435615554
REST,2002,199.79880023323213
REST,2003,207.22356066827825
REST,2004,213.5114896727991
REST,2005,220.4960153762283
REST,2006,227.05593440778705
REST,2007,238.42066292501494
REST,2008,247.3122510864669
REST,2009,256.3268478538091
REST,2010,263.39882284867775
REST,2011,264.63435200104055
REST,2012,271.66129681882506
REST,2013,275.58602248963285
REST,2014,281.98288755026033
REST,2015,288.79274168099454
REST,2016,290.2715931322632
REST,2017,296.434179842587
REST,2018,306.32276486939884
REST,2019,311.95187900233896
REST,2020,327.7311506595204
REST,2021,327.7136604764766
REST,2022,336.5978724328321
