BEHOLD,BRANCHE,PRISENHED,TID,INDHOLD
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Løbende priser,1996,157661.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",1996,83394.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,1996,57578.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,"2020-priser, kædede værdier",1996,11353.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Løbende priser,1996,6978.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",1996,8467.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,1996,6051.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,"2020-priser, kædede værdier",1997,253481.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Løbende priser,1997,164938.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",1997,83779.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,1997,60172.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,"2020-priser, kædede værdier",1997,12656.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Løbende priser,1997,8113.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",1997,6945.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,1997,5113.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,"2020-priser, kædede værdier",1998,250903.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Løbende priser,1998,166866.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",1998,84571.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,1998,61658.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,"2020-priser, kædede værdier",1998,12769.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Løbende priser,1998,8401.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",1998,7452.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,1998,5559.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,"2020-priser, kædede værdier",1999,243755.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Løbende priser,1999,162630.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",1999,84521.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,1999,62406.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,"2020-priser, kædede værdier",1999,12084.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Løbende priser,1999,8024.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",1999,6764.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,1999,5104.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,"2020-priser, kædede værdier",2000,242098.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Løbende priser,2000,167506.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2000,86866.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2000,64730.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,"2020-priser, kædede værdier",2000,13504.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Løbende priser,2000,9041.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2000,9085.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2000,6925.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,"2020-priser, kædede værdier",2001,242131.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Løbende priser,2001,175081.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2001,88848.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2001,68434.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,"2020-priser, kædede værdier",2001,15186.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Løbende priser,2001,10527.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2001,8940.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2001,6994.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,"2020-priser, kædede værdier",2002,240161.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Løbende priser,2002,178089.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2002,90559.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2002,70927.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,"2020-priser, kædede værdier",2002,12935.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Løbende priser,2002,9274.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2002,8872.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2002,7163.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,"2020-priser, kædede værdier",2003,238063.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Løbende priser,2003,179267.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2003,93051.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2003,74296.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,"2020-priser, kædede værdier",2003,12715.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Løbende priser,2003,9240.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2003,9786.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2003,8017.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,"2020-priser, kædede værdier",2004,236088.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Løbende priser,2004,179856.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2004,95676.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2004,77615.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,"2020-priser, kædede værdier",2004,12932.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Løbende priser,2004,9476.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2004,10159.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2004,8337.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,"2020-priser, kædede værdier",2005,234687.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Løbende priser,2005,185800.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2005,95904.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2005,80088.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,"2020-priser, kædede værdier",2005,13633.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Løbende priser,2005,10498.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2005,7977.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2005,6704.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,"2020-priser, kædede værdier",2006,235845.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Løbende priser,2006,195296.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2006,95868.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2006,81868.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,"2020-priser, kædede værdier",2006,16218.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Løbende priser,2006,12934.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2006,7682.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2006,6586.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,"2020-priser, kædede værdier",2007,239330.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Løbende priser,2007,205026.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2007,96614.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2007,85682.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,"2020-priser, kædede værdier",2007,18825.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Løbende priser,2007,15408.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2007,8309.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2007,7423.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,"2020-priser, kædede værdier",2008,242244.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Løbende priser,2008,214610.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2008,99622.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2008,90985.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,"2020-priser, kædede værdier",2008,17701.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Løbende priser,2008,15121.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2008,10157.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2008,9412.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,"2020-priser, kædede værdier",2009,239024.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Løbende priser,2009,201508.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2009,102062.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2009,89960.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,"2020-priser, kædede værdier",2009,10689.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Løbende priser,2009,8931.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2009,9554.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2009,8748.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,"2020-priser, kædede værdier",2010,234064.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Løbende priser,2010,201695.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2010,99903.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2010,88987.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,"2020-priser, kædede værdier",2010,8644.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Løbende priser,2010,7255.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2010,5055.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2010,4543.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,"2020-priser, kædede værdier",2011,229103.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Løbende priser,2011,204663.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2011,98584.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2011,90632.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,"2020-priser, kædede værdier",2011,8309.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Løbende priser,2011,7070.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2011,5742.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2011,5224.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,"2020-priser, kædede værdier",2012,225090.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Løbende priser,2012,206789.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2012,99448.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2012,93025.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,"2020-priser, kædede værdier",2012,8939.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Løbende priser,2012,7997.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2012,7822.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2012,7221.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,"2020-priser, kædede værdier",2013,222016.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Løbende priser,2013,203998.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2013,99126.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2013,92163.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,"2020-priser, kædede værdier",2013,9511.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Løbende priser,2013,8620.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2013,6584.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2013,6107.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,"2020-priser, kædede værdier",2014,218477.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Løbende priser,2014,200162.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2014,98817.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2014,91992.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,"2020-priser, kædede værdier",2014,8883.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Løbende priser,2014,8225.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2014,6501.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2014,6247.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,"2020-priser, kædede værdier",2015,215268.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Løbende priser,2015,197381.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2015,98167.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2015,91684.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,"2020-priser, kædede værdier",2015,8888.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Løbende priser,2015,8335.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2015,5929.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2015,5720.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,"2020-priser, kædede værdier",2016,211288.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Løbende priser,2016,197554.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2016,97863.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2016,92734.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,"2020-priser, kædede værdier",2016,7848.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Løbende priser,2016,7591.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2016,6149.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2016,5998.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,"2020-priser, kædede værdier",2017,208278.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Løbende priser,2017,199089.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2017,98143.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2017,93987.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,"2020-priser, kædede værdier",2017,8513.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Løbende priser,2017,8310.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2017,6629.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2017,6404.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,"2020-priser, kædede værdier",2018,204256.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Løbende priser,2018,199017.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2018,100338.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2018,97625.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,"2020-priser, kædede værdier",2018,8038.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Løbende priser,2018,7564.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2018,8630.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2018,8348.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,"2020-priser, kædede værdier",2019,200726.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Løbende priser,2019,198787.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2019,101517.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2019,100834.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,"2020-priser, kædede værdier",2019,8390.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Løbende priser,2019,8169.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2019,7652.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2019,7594.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,"2020-priser, kædede værdier",2020,196514.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Løbende priser,2020,196588.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2020,101385.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2020,101387.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,"2020-priser, kædede værdier",2020,8046.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Løbende priser,2020,8046.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2020,6167.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2020,6167.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,"2020-priser, kædede værdier",2021,194470.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Løbende priser,2021,197031.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2021,101864.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2021,102922.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,"2020-priser, kædede værdier",2021,9806.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Løbende priser,2021,9849.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2021,6949.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2021,6958.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,"2020-priser, kædede værdier",2022,190650.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Løbende priser,2022,218658.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2022,102660.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2022,113108.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,"2020-priser, kædede værdier",2022,8443.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Løbende priser,2022,9022.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2022,7507.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2022,7999.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,"2020-priser, kædede værdier",2023,187393.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Løbende priser,2023,230648.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2023,103486.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2023,120333.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,"2020-priser, kædede værdier",2024,184590.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Løbende priser,2024,235538.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",2024,104607.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,2024,122910.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,1966,0.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,1967,0.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,1968,27548.820986499133
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,1969,29614.568873115095
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,1970,32289.99593055284
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,1971,35110.292685738605
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,1972,38173.184694215604
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,1973,41572.32534271968
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,1974,45065.71817528522
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,1975,51256.96723622437
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,1976,58855.0557012655
