TILGANG1,TILGANG2,ANVENDELSE,PRISENHED,TID,INDHOLD
Import inkl. told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1974,1112.305
Import inkl. told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1974,747.072
Import inkl. told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1974,624.429
Told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Anvendelse, i alt-(Anvendelse)",Løbende priser,2015,351.256
Told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Anvendelse, i alt-(Anvendelse)",Foregående års priser,2015,284.33
Told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2015,0.424
Told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2015,0.429
Told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",Eksport - (Anvendelse),Løbende priser,2015,82.803
Told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",Eksport - (Anvendelse),Foregående års priser,2015,66.053
Told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2015,4.413
Told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2015,1.622
Told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2015,113.091
Told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2015,91.935
Import inkl. told,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,1974,3642.51
Import inkl. told,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Foregående års priser,1974,3111.361
Import inkl. told,01000 Landbrug og gartneri-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1974,0.034
Import inkl. told,01000 Landbrug og gartneri-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1974,0.036
Told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2009,2.249
Told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2009,3.183
Told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2009,130.296
Told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2009,138.236
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),Løbende priser,2015,18969.861
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),Foregående års priser,2015,18895.1
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2015,7971.308
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2015,7915.288
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2015,38535.938
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2015,43757.407
Told,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2009,46.845
Told,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Foregående års priser,2009,44.949
Told,01000 Landbrug og gartneri-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2009,0.0
Told,01000 Landbrug og gartneri-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2009,0.0
Told,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),Løbende priser,2009,4.146
Told,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),Foregående års priser,2009,4.146
Told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2009,0.734
Told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2009,0.782
Told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2009,11.192
Told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2009,8.923
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,1994,55147.064
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Foregående års priser,1994,55102.959
Told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Anvendelse, i alt-(Anvendelse)",Løbende priser,2005,630.236
Told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Anvendelse, i alt-(Anvendelse)",Foregående års priser,2005,572.467
Told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2005,0.044
Told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2005,0.04
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1994,0.317
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1994,0.322
Import inkl. told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Anvendelse, i alt-(Anvendelse)",Løbende priser,2015,75006.555
Import inkl. told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Anvendelse, i alt-(Anvendelse)",Foregående års priser,2015,74909.775
Import inkl. told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2015,87.671
Import inkl. told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2015,91.466
Told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Anvendelse, i alt-(Anvendelse)",Løbende priser,2009,389.665
Told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Anvendelse, i alt-(Anvendelse)",Foregående års priser,2009,414.683
Told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2009,0.153
Told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2009,0.202
Told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",Eksport - (Anvendelse),Løbende priser,2009,68.285
Told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",Eksport - (Anvendelse),Foregående års priser,2009,68.285
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2005,53297.89
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Foregående års priser,2005,57691.634
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2005,1.217
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2005,1.23
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),Løbende priser,1994,7797.222
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),Foregående års priser,1994,7800.353
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1994,8097.589
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1994,8095.673
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1994,35195.28
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1994,35174.404
Told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",Eksport - (Anvendelse),Løbende priser,2005,97.022
Told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",Eksport - (Anvendelse),Foregående års priser,2005,88.129
Import inkl. told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",Eksport - (Anvendelse),Løbende priser,2015,14121.444
Import inkl. told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",Eksport - (Anvendelse),Foregående års priser,2015,13619.984
Import inkl. told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2015,6800.536
Import inkl. told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2015,7273.703
Import inkl. told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2015,17366.475
Import inkl. told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2015,17470.506
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),Løbende priser,2005,9214.192
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),Foregående års priser,2005,9482.036
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2005,5239.524
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2005,6681.593
Told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2005,3.456
Told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2005,3.139
Told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2005,238.819
Told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2005,216.928
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2009,58467.33
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Foregående års priser,2009,61404.598
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2009,0.014
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2009,0.016
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2005,34698.195
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2005,37206.724
Import inkl. told,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2015,13382.688
Import inkl. told,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Foregående års priser,2015,13089.553
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),Løbende priser,2009,13329.887
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),Foregående års priser,2009,12144.924
Import inkl. told,01000 Landbrug og gartneri-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2015,0.057
Import inkl. told,01000 Landbrug og gartneri-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2015,0.06
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2009,6650.777
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2009,7511.716
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2009,33423.155
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2009,36636.332
Import inkl. told,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),Løbende priser,2015,5629.418
Import inkl. told,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),Foregående års priser,2015,5134.484
Import inkl. told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2015,837.243
Import inkl. told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2015,827.11
Import inkl. told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2015,2406.436
Import inkl. told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2015,2482.375
Told,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2005,26.686
Told,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Foregående års priser,2005,24.24
Told,01000 Landbrug og gartneri-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2005,0.003
Told,01000 Landbrug og gartneri-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2005,0.003
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Anvendelse, i alt-(Anvendelse)",Løbende priser,1994,115531.563
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Anvendelse, i alt-(Anvendelse)",Foregående års priser,1994,114568.571
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1994,1.536
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1994,1.551
Told,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),Løbende priser,2005,3.297
Told,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),Foregående års priser,2005,2.995
Told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2005,0.928
Told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2005,0.843
Told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2005,15.344
Told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2005,13.937
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",Eksport - (Anvendelse),Løbende priser,1994,59451.12
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",Eksport - (Anvendelse),Foregående års priser,1994,59725.374
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1994,2401.577
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1994,2410.735
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1994,18746.048
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1994,18185.757
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Anvendelse, i alt-(Anvendelse)",Løbende priser,2015,141978.192
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Anvendelse, i alt-(Anvendelse)",Foregående års priser,2015,144160.239
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2015,1.983
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2015,1.901
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",Eksport - (Anvendelse),Løbende priser,2015,79999.989
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",Eksport - (Anvendelse),Foregående års priser,2015,81345.443
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Anvendelse, i alt-(Anvendelse)",Løbende priser,2005,134052.346
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Anvendelse, i alt-(Anvendelse)",Foregående års priser,2005,132807.511
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2005,17.796
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2005,17.898
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",Eksport - (Anvendelse),Løbende priser,2005,70424.878
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",Eksport - (Anvendelse),Foregående års priser,2005,69895.694
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2015,9223.333
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2015,9725.63
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2015,14555.327
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2015,15022.148
Import inkl. told,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,1994,7111.9
Import inkl. told,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Foregående års priser,1994,6546.043
Import inkl. told,01000 Landbrug og gartneri-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1994,0.214
Import inkl. told,01000 Landbrug og gartneri-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1994,0.217
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2005,7220.052
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2005,6933.442
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2005,13869.212
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2005,13488.05
Import inkl. told,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),Løbende priser,1994,945.335
Import inkl. told,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),Foregående års priser,1994,750.266
Import inkl. told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1994,555.671
Import inkl. told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1994,613.696
Import inkl. told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1994,1722.491
Import inkl. told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1994,1759.785
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Anvendelse, i alt-(Anvendelse)",Løbende priser,2009,133712.743
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Anvendelse, i alt-(Anvendelse)",Foregående års priser,2009,139061.641
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2009,50.114
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2009,41.032
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2015,68758.59
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Foregående års priser,2015,74341.83
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2015,0.015
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2015,0.012
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",Eksport - (Anvendelse),Løbende priser,2009,70459.377
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",Eksport - (Anvendelse),Foregående års priser,2009,73354.646
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2009,8701.463
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2009,9709.843
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2009,14800.054
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2009,15541.334
Import inkl. told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Anvendelse, i alt-(Anvendelse)",Løbende priser,2005,47583.436
Import inkl. told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Anvendelse, i alt-(Anvendelse)",Foregående års priser,2005,47203.501
Import inkl. told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2005,41.86
Import inkl. told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2005,41.551
Import inkl. told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",Eksport - (Anvendelse),Løbende priser,2005,8002.151
Import inkl. told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",Eksport - (Anvendelse),Foregående års priser,2005,7750.993
Import inkl. told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Anvendelse, i alt-(Anvendelse)",Løbende priser,1994,26266.291
Import inkl. told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Anvendelse, i alt-(Anvendelse)",Foregående års priser,1994,26008.141
Import inkl. told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1994,0.991
Import inkl. told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1994,0.954
Import inkl. told,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2005,8664.893
Import inkl. told,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Foregående års priser,2005,8629.538
Import inkl. told,01000 Landbrug og gartneri-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2005,1.316
Import inkl. told,01000 Landbrug og gartneri-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2005,1.331
Import inkl. told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2005,3465.045
Import inkl. told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2005,3492.785
Import inkl. told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2005,11880.293
Import inkl. told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2005,11477.48
Import inkl. told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",Eksport - (Anvendelse),Løbende priser,1994,4203.624
Import inkl. told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",Eksport - (Anvendelse),Foregående års priser,1994,4061.673
Import inkl. told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1994,4122.299
Import inkl. told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1994,4358.583
Import inkl. told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1994,6307.824
Import inkl. told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1994,6236.424
Import inkl. told,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),Løbende priser,2005,727.105
Import inkl. told,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),Foregående års priser,2005,708.035
Import inkl. told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2005,504.717
Import inkl. told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2005,566.839
Import inkl. told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2005,2294.439
