TILGANG1,ANVENDELSE,PRISENHED,TID,INDHOLD
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1966,752.7729999999999
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1967,810.068
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1968,846.4200000000001
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1969,939.5999999999999
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1970,1034.5520000000001
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1971,1137.274
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1972,1212.27
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1973,1360.672
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1974,1641.587
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1975,1796.412
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1976,1988.12
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1977,2244.08
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1978,2429.067
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1979,2699.557
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1980,3002.328
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1981,3237.751
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1982,3548.2390000000005
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1983,3890.7039999999997
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1984,4189.561
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1985,4303.357
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1986,4661.656
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1987,5073.187
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1988,5244.904
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1989,5475.098
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1990,5732.993
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1991,6049.519
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1992,5996.141
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1993,6033.795
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1994,5792.608
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1995,6339.289000000001
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1996,6550.512000000001
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1997,6608.842
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1998,6785.269
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1999,6759.421
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2000,7190.440999999999
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2001,7521.23
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2002,7946.061
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2003,7888.376
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2004,8036.837
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2005,7901.1720000000005
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2006,8390.866
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2007,8366.755000000001
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2008,8701.943
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2009,7952.072
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2010,7713.373
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2011,7383.004
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2012,6967.3009999999995
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2013,7140.728000000001
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2014,6972.325
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2015,7074.032999999999
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2016,7371.415999999999
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2017,7926.54
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2018,8199.278
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2019,7981.8330000000005
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2020,8376.898000000001
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2021,8285.645
Aflønning af ansatte,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2022,8531.4
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1967,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1968,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1969,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1970,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1971,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1972,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1973,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1974,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1975,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1976,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1977,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1978,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1979,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1980,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1981,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1982,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1983,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1984,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1985,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1986,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1987,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1988,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1989,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1990,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1991,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1992,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1993,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1994,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1995,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1996,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1997,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1998,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1999,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2000,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2001,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2002,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2003,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2004,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2005,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2006,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2007,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2008,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2009,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2010,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2011,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2012,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2013,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2014,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2015,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2016,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2017,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2018,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2019,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2020,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2021,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2022,0.0
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1966,1.892
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1967,2.513
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1968,3.3019999999999996
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1969,2.9560000000000004
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1970,4.097
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1971,4.734999999999999
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1972,5.112
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1973,8.355
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1974,-33.717
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1975,11.475999999999999
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1976,-8.085
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1977,6.968
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1978,9.763
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1979,5.608
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1980,1.256
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1981,1.597
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1982,-11.835
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1983,-39.315
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1984,-33.265
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1985,-20.562
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1986,-12.408999999999999
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1987,10.139
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1988,-105.647
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1989,-135.579
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1990,-134.97
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1991,-100.326
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1992,-305.84799999999996
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1993,-107.701
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1994,-241.53199999999998
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1995,-165.42600000000002
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1996,-169.39600000000002
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1997,-150.565
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1998,-103.315
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1999,-75.726
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2000,-86.301
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2001,-75.712
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2002,-9.796
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2003,-39.491
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2004,-100.92399999999999
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2005,-131.58700000000002
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2006,-16.651
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2007,424.54400000000004
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2008,554.508
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2009,330.108
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2010,-4.327000000000002
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2011,21.970000000000002
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2012,39.295
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2013,42.891999999999996
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2014,71.515
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2015,94.246
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2016,124.881
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2017,128.096
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2018,135.51500000000001
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2019,154.969
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2020,-49.653000000000006
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2021,79.645
"Andre produktionsskatter, netto","100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2022,169.941
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1967,5.046
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1968,0.0
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1969,0.0
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1970,0.0
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1971,0.0
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1972,0.0
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1973,0.0
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1974,0.0
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1975,0.0
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1976,0.0
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1977,0.0
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1978,0.0
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1979,0.0
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1980,0.0
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1981,0.0
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1982,0.0
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1983,0.0
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1984,0.0
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1985,0.0
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1986,7.872000000000001
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1987,8.339
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1988,12.332
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1989,13.966999999999999
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1990,13.615
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1991,16.173
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1992,16.675
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1993,18.357
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1994,16.122
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1995,19.269000000000002
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1996,17.352
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1997,15.596
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1998,15.884
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,1999,17.993
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2000,17.118000000000002
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2001,15.713000000000001
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2002,19.0
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2003,21.991
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2004,22.825
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2005,22.136000000000003
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2006,22.939
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2007,18.662
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2008,21.422
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2009,19.44
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2010,15.239999999999998
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2011,15.171
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2012,13.869
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2013,15.211
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2014,16.014
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2015,10.222000000000001
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2016,11.168000000000001
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2017,10.46
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2018,9.379
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2019,8.353
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2020,15.194
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2021,15.338000000000001
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Foregående års priser,2022,17.474
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1966,5.372
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1967,4.179
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1968,0.0
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1969,0.0
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1970,0.0
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1971,0.0
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1972,0.0
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1973,0.0
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1974,0.0
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1975,0.0
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1976,0.0
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1977,0.0
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1978,0.0
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1979,0.0
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1980,0.0
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1981,0.0
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1982,0.0
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1983,0.0
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1984,0.0
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1985,0.0
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1986,8.112
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1987,9.921000000000001
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1988,14.305
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1989,13.061
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1990,16.051000000000002
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1991,15.198
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1992,15.063
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1993,16.083000000000002
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1994,17.136
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1995,20.0
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1996,17.224
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1997,15.653
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1998,16.096
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,1999,18.486
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2000,17.567
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2001,16.016000000000002
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2002,28.753999999999998
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2003,22.485
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2004,22.512999999999998
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2005,23.759999999999998
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2006,23.505000000000003
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2007,18.782
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2008,20.011
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2009,20.252000000000002
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2010,14.842
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2011,15.783999999999999
Moms,"100040x100050 Anden fødevareindustri (100040, 100050)",Løbende priser,2012,14.366
