TILGANG1,TILGANG2,ANVENDELSE,PRISENHED,TID,INDHOLD
Import eksklusiv told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,1992,2393.953
Import eksklusiv told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,1993,2282.404
Import eksklusiv told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,1994,2607.297
Import eksklusiv told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,1995,2950.464
Import eksklusiv told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,1996,3395.211
Import eksklusiv told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,1997,4176.278
Import eksklusiv told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,1998,3997.539
Import eksklusiv told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,1999,3796.701
Import eksklusiv told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2000,4401.899
Import eksklusiv told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2001,4243.447
Import eksklusiv told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2002,4478.611
Import eksklusiv told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2003,4894.938
Import eksklusiv told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2004,5391.767
Import eksklusiv told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2005,6356.995
Import eksklusiv told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2006,6937.9839999999995
Import eksklusiv told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2007,6980.463
Import eksklusiv told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2008,8011.42
Import eksklusiv told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2009,7912.734
Import eksklusiv told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2010,8849.145999999999
Import eksklusiv told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2011,9931.465999999999
Import eksklusiv told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2012,10629.151
Import eksklusiv told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2013,11276.149
Import eksklusiv told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2014,11484.026
Import eksklusiv told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2015,11570.784
Import eksklusiv told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2016,11149.937
Import eksklusiv told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2017,12357.899
Import eksklusiv told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2018,13232.104
Import eksklusiv told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2019,12485.337
Import eksklusiv told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2020,12807.264
Import eksklusiv told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2021,13405.738
Import eksklusiv told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2022,16205.808
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,1967,17.606
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,1968,25.445
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,1969,14.101
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,1970,26.152
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,1971,23.772
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,1972,19.326
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,1973,28.923
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,1974,29.594
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,1975,23.44
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,1976,27.339
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,1977,45.595
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,1978,53.327
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,1979,45.116
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,1980,40.391
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,1981,46.446
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,1982,69.535
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,1983,61.01
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,1984,88.918
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,1985,89.403
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,1986,102.205
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,1987,70.358
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,1988,109.582
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,1989,108.435
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,1990,166.387
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,1991,183.326
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,1992,185.612
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,1993,232.592
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,1994,232.106
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,1995,249.985
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,1996,300.848
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,1997,404.543
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,1998,477.405
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,1999,394.465
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,2000,352.539
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,2001,358.619
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,2002,397.525
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,2003,564.214
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,2004,603.481
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,2005,755.8520000000001
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,2006,847.5730000000001
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,2007,758.92
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,2008,846.919
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,2009,808.904
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,2010,1038.5680000000002
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,2011,1051.809
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,2012,1075.677
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,2013,1084.777
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,2014,1163.998
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,2015,1238.6299999999999
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,2016,1193.054
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,2017,1244.805
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,2018,1816.078
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,2019,1740.571
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,2020,1790.2720000000002
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,2021,1995.601
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,2022,2275.89
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,1966,15.291
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,1967,17.018
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,1968,20.256
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,1969,19.584
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,1970,25.938
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,1971,23.481
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,1972,23.423
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,1973,34.033
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,1974,31.069
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,1975,25.555
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,1976,31.631
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,1977,47.715
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,1978,54.067
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,1979,48.754
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,1980,43.26
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,1981,52.381
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,1982,76.313
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,1983,62.387
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,1984,101.767
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,1985,83.892
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,1986,84.002
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,1987,78.501
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,1988,113.27
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,1989,117.423
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,1990,148.156
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,1991,170.014
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,1992,197.131
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,1993,218.746
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,1994,226.063
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,1995,248.014
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,1996,313.498
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,1997,402.764
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,1998,430.737
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,1999,413.583
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,2000,372.554
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,2001,368.679
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,2002,382.231
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,2003,539.824
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,2004,617.987
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,2005,811.709
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,2006,917.836
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,2007,799.303
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,2008,937.755
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,2009,801.366
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,2010,1035.2730000000001
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,2011,1091.387
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,2012,1087.732
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,2013,1095.244
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,2014,1129.95
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,2015,1219.115
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,2016,1204.488
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,2017,1314.4279999999999
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,2018,1822.533
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,2019,1788.539
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,2020,1761.459
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,2021,1955.434
Import eksklusiv told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,2022,2567.517
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1967,0.008
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1968,0.008
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1969,0.009
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1970,0.01
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1971,0.011
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1972,0.006
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1973,0.02
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1974,0.015
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1975,0.016
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1976,0.012
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1977,0.02
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1978,0.022
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1979,0.022
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1980,0.022
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1981,0.026
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1982,0.028
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1983,0.034
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1984,0.033
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1985,0.042
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1986,0.045
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1987,0.051
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1988,0.057
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1989,0.062
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1990,0.076
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1991,0.068
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1992,0.087
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1993,0.095
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1994,0.012
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1995,0.027
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1996,0.083
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1997,0.299
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1998,0.566
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1999,0.697
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2000,0.003
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2001,0.0
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2002,0.001
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2003,0.063
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2004,0.213
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2005,0.39
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2006,0.417
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2007,0.0
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2008,0.335
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2009,0.517
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2010,0.462
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2011,0.425
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2012,0.337
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2013,0.248
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2014,0.331
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2015,0.362
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2016,0.33
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2017,0.469
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2018,2.738
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2019,1.8630000000000002
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2020,1.7
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2021,1.7570000000000001
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2022,1.436
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1966,0.004
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1967,0.004
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1968,0.005
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1969,0.006
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1970,0.007
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1971,0.009
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1972,0.01
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1973,0.009
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1974,0.012
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1975,0.013
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1976,0.014
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1977,0.016
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1978,0.018
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1979,0.02
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1980,0.023
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1981,0.026
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1982,0.029
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1983,0.032
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1984,0.033
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1985,0.035
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1986,0.039
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1987,0.046
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1988,0.053
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1989,0.056
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1990,0.066
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1991,0.07
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1992,0.092
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1993,0.094
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1994,0.012
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1995,0.027
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1996,0.084
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1997,0.299
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1998,0.583
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1999,0.727
Import eksklusiv told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2000,0.003
