BEHOLD,BRANCHE,PRISENHED,TID,INDHOLD
P.51g Faste bruttoinvesteringer,68300 Udlejning af erhvervsejendomme,Løbende priser,1979,
P.51g Faste bruttoinvesteringer,"69700 Advokater, revisorer og virksomhedskonsulenter","2020-priser, kædede værdier",1979,
P.51g Faste bruttoinvesteringer,"69700 Advokater, revisorer og virksomhedskonsulenter",Løbende priser,1979,
P.51g Faste bruttoinvesteringer,71000 Arkitekter og rådgivende ingeniører,"2020-priser, kædede værdier",1979,
P.51g Faste bruttoinvesteringer,71000 Arkitekter og rådgivende ingeniører,Løbende priser,1979,
P.51g Faste bruttoinvesteringer,"72001 Forskning og udvikling, markedsmæssig","2020-priser, kædede værdier",1979,
P.51g Faste bruttoinvesteringer,"72001 Forskning og udvikling, markedsmæssig",Løbende priser,1979,
P.51g Faste bruttoinvesteringer,"72002 Forskning og udvikling, ikke-markedsmæssig","2020-priser, kædede værdier",1979,
P.51g Faste bruttoinvesteringer,"72002 Forskning og udvikling, ikke-markedsmæssig",Løbende priser,1979,
P.51g Faste bruttoinvesteringer,73000 Reklame- og analysebureauer,"2020-priser, kædede værdier",1979,
P.51g Faste bruttoinvesteringer,73000 Reklame- og analysebureauer,Løbende priser,1979,
P.51g Faste bruttoinvesteringer,74750 Dyrlæger og anden videnservice,"2020-priser, kædede værdier",1979,
P.51g Faste bruttoinvesteringer,74750 Dyrlæger og anden videnservice,Løbende priser,1979,
P.51g Faste bruttoinvesteringer,77000 Udlejning og leasing af materiel,"2020-priser, kædede værdier",1979,
P.51g Faste bruttoinvesteringer,77000 Udlejning og leasing af materiel,Løbende priser,1979,
P.51g Faste bruttoinvesteringer,78000 Arbejdsformidling og vikarbureauer,"2020-priser, kædede værdier",1979,
P.51g Faste bruttoinvesteringer,78000 Arbejdsformidling og vikarbureauer,Løbende priser,1979,
P.51g Faste bruttoinvesteringer,79000 Rejsebureauer,"2020-priser, kædede værdier",1979,
P.51g Faste bruttoinvesteringer,79000 Rejsebureauer,Løbende priser,1979,
P.51g Faste bruttoinvesteringer,80820 Rengøring og anden operationel service,"2020-priser, kædede værdier",1979,
P.51g Faste bruttoinvesteringer,80820 Rengøring og anden operationel service,Løbende priser,1979,
P.51g Faste bruttoinvesteringer,"84101 Redningskorps mv., markedsmæssig","2020-priser, kædede værdier",1979,
P.51g Faste bruttoinvesteringer,"84101 Redningskorps mv., markedsmæssig",Løbende priser,1979,
P.51g Faste bruttoinvesteringer,84202 Offentlig administration mv.,"2020-priser, kædede værdier",1979,
P.51g Faste bruttoinvesteringer,84202 Offentlig administration mv.,Løbende priser,1979,
P.51g Faste bruttoinvesteringer,"85101 Voksenundervisning mv., markedsmæssig","2020-priser, kædede værdier",1979,
P.51g Faste bruttoinvesteringer,"85101 Voksenundervisning mv., markedsmæssig",Løbende priser,1979,
P.51g Faste bruttoinvesteringer,"85202 Undervisning, ikke-markedsmæssig","2020-priser, kædede værdier",1979,
P.51g Faste bruttoinvesteringer,"85202 Undervisning, ikke-markedsmæssig",Løbende priser,1979,
P.51g Faste bruttoinvesteringer,86000 Sundhedsvæsen,"2020-priser, kædede værdier",1979,
P.51g Faste bruttoinvesteringer,86000 Sundhedsvæsen,Løbende priser,1979,
P.51g Faste bruttoinvesteringer,87880 Sociale institutioner,"2020-priser, kædede værdier",1979,
P.51g Faste bruttoinvesteringer,87880 Sociale institutioner,Løbende priser,1979,
P.51g Faste bruttoinvesteringer,"90920 Kunst, kultur og spil","2020-priser, kædede værdier",1979,
P.51g Faste bruttoinvesteringer,"90920 Kunst, kultur og spil",Løbende priser,1979,
P.51g Faste bruttoinvesteringer,"93000 Sport, forlystelsesparker og andre fritidsaktiviteter","2020-priser, kædede værdier",1979,
P.51g Faste bruttoinvesteringer,"93000 Sport, forlystelsesparker og andre fritidsaktiviteter",Løbende priser,1979,
P.51g Faste bruttoinvesteringer,94000 Organisationer og foreninger,"2020-priser, kædede værdier",1979,
P.51g Faste bruttoinvesteringer,94000 Organisationer og foreninger,Løbende priser,1979,
P.51g Faste bruttoinvesteringer,95000 Reparation af husholdningsudstyr,"2020-priser, kædede værdier",1979,
P.51g Faste bruttoinvesteringer,95000 Reparation af husholdningsudstyr,Løbende priser,1979,
P.51g Faste bruttoinvesteringer,"96000 Frisører, vaskerier og andre serviceydelser","2020-priser, kædede værdier",1979,
P.51g Faste bruttoinvesteringer,"96000 Frisører, vaskerier og andre serviceydelser",Løbende priser,1979,
P.51g Faste bruttoinvesteringer,97000 Private husholdninger med ansat medhjælp,"2020-priser, kædede værdier",1979,
P.51g Faste bruttoinvesteringer,97000 Private husholdninger med ansat medhjælp,Løbende priser,1979,
P.51g Faste bruttoinvesteringer,Heraf: Offentlig forvaltning og service,"2020-priser, kædede værdier",1979,57796.0
P.51g Faste bruttoinvesteringer,Heraf: Offentlig forvaltning og service,Løbende priser,1979,15353.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",I alt,"2020-priser, kædede værdier",1980,4532823.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",I alt,Løbende priser,1980,1418094.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,"2020-priser, kædede værdier",1980,274839.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Løbende priser,1980,89334.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",02000 Skovbrug,"2020-priser, kædede værdier",1980,3179.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",02000 Skovbrug,Løbende priser,1980,1016.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",03000 Fiskeri,"2020-priser, kædede værdier",1980,8467.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",03000 Fiskeri,Løbende priser,1980,3846.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",06090 Råstofindvinding,"2020-priser, kædede værdier",1980,19446.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",06090 Råstofindvinding,Løbende priser,1980,6025.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",1980,58318.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,1980,21167.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",13150 Tekstil- og læderindustri,"2020-priser, kædede værdier",1980,15414.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",13150 Tekstil- og læderindustri,Løbende priser,1980,5389.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",16000 Træindustri,"2020-priser, kædede værdier",1980,8122.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",16000 Træindustri,Løbende priser,1980,2359.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",17000 Papirindustri,"2020-priser, kædede værdier",1980,8342.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",17000 Papirindustri,Løbende priser,1980,3283.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",18000 Trykkerier mv.,"2020-priser, kædede værdier",1980,6003.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",18000 Trykkerier mv.,Løbende priser,1980,2573.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",19000 Olieraffinaderier mv.,"2020-priser, kædede værdier",1980,8708.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",19000 Olieraffinaderier mv.,Løbende priser,1980,3207.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",20000 Kemisk industri,"2020-priser, kædede værdier",1980,20266.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",20000 Kemisk industri,Løbende priser,1980,6924.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",21000 Medicinalindustri,"2020-priser, kædede værdier",1980,14726.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",21000 Medicinalindustri,Løbende priser,1980,5037.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",22000 Plast- og gummiindustri,"2020-priser, kædede værdier",1980,11933.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",22000 Plast- og gummiindustri,Løbende priser,1980,4453.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",23000 Glas- og betonindustri,"2020-priser, kædede værdier",1980,20653.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",23000 Glas- og betonindustri,Løbende priser,1980,7706.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",24000 Fremst. af metal,"2020-priser, kædede værdier",1980,6258.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",24000 Fremst. af metal,Løbende priser,1980,2003.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",25000 Metalvareindustri,"2020-priser, kædede værdier",1980,16433.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",25000 Metalvareindustri,Løbende priser,1980,5567.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",26000 Elektronikindustri,"2020-priser, kædede værdier",1980,8967.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",26000 Elektronikindustri,Løbende priser,1980,3592.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",27000 Fremst. af elektrisk udstyr,"2020-priser, kædede værdier",1980,5144.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",27000 Fremst. af elektrisk udstyr,Løbende priser,1980,2094.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",28000 Maskinindustri,"2020-priser, kædede værdier",1980,26843.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",28000 Maskinindustri,Løbende priser,1980,10392.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",29000 Fremst. af motorkøretøjer og dele hertil,"2020-priser, kædede værdier",1980,2325.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",29000 Fremst. af motorkøretøjer og dele hertil,Løbende priser,1980,883.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",30000 Fremst. af skibe og andre transportmidler,"2020-priser, kædede værdier",1980,2802.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",30000 Fremst. af skibe og andre transportmidler,Løbende priser,1980,1093.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",31320 Møbel- og anden industri,"2020-priser, kædede værdier",1980,11132.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",31320 Møbel- og anden industri,Løbende priser,1980,4086.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",33000 Reparation og installation af maskiner og udstyr,"2020-priser, kædede værdier",1980,3409.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",33000 Reparation og installation af maskiner og udstyr,Løbende priser,1980,1290.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",35000 Energiforsyning,"2020-priser, kædede værdier",1980,111373.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",35000 Energiforsyning,Løbende priser,1980,35576.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",36000 Vandforsyning,"2020-priser, kædede værdier",1980,7558.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",36000 Vandforsyning,Løbende priser,1980,2498.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","37390 Renovation, affaldsbehandling mv.","2020-priser, kædede værdier",1980,35795.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","37390 Renovation, affaldsbehandling mv.",Løbende priser,1980,9710.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",41430 Bygge og anlæg,"2020-priser, kædede værdier",1980,32051.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",41430 Bygge og anlæg,Løbende priser,1980,12656.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",45000 Bilhandel og -værksteder mv.,"2020-priser, kædede værdier",1980,17794.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",45000 Bilhandel og -værksteder mv.,Løbende priser,1980,8353.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",46000 Engroshandel,"2020-priser, kædede værdier",1980,59500.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",46000 Engroshandel,Løbende priser,1980,29579.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",47000 Detailhandel,"2020-priser, kædede værdier",1980,39340.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",47000 Detailhandel,Løbende priser,1980,20522.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",49000 Landtransport,"2020-priser, kædede værdier",1980,54188.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",49000 Landtransport,Løbende priser,1980,20455.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",50000 Skibsfart,"2020-priser, kædede værdier",1980,69619.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",50000 Skibsfart,Løbende priser,1980,24359.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",51000 Luftfart,"2020-priser, kædede værdier",1980,5634.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",51000 Luftfart,Løbende priser,1980,3036.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",52000 Hjælpevirksomhed til transport,"2020-priser, kædede værdier",1980,17715.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",52000 Hjælpevirksomhed til transport,Løbende priser,1980,5900.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",53000 Post og kurertjeneste,"2020-priser, kædede værdier",1980,6877.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",53000 Post og kurertjeneste,Løbende priser,1980,3066.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",55560 Hoteller og restauranter,"2020-priser, kædede værdier",1980,14584.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",55560 Hoteller og restauranter,Løbende priser,1980,7907.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",58000 Udgivervirksomhed,"2020-priser, kædede værdier",1980,5260.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",58000 Udgivervirksomhed,Løbende priser,1980,2549.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","59600 Radio- og tv-stationer samt produktion af film, tv, mus","2020-priser, kædede værdier",1980,3781.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","59600 Radio- og tv-stationer samt produktion af film, tv, mus",Løbende priser,1980,1651.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",61000 Telekommunikation,"2020-priser, kædede værdier",1980,45135.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",61000 Telekommunikation,Løbende priser,1980,15373.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",62630 It- og informationstjenester,"2020-priser, kædede værdier",1980,2826.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",62630 It- og informationstjenester,Løbende priser,1980,2687.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",64000 Finansiel virksomhed,"2020-priser, kædede værdier",1980,45398.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",64000 Finansiel virksomhed,Løbende priser,1980,20565.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",65000 Forsikring og pension,"2020-priser, kædede værdier",1980,8543.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",65000 Forsikring og pension,Løbende priser,1980,4382.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",66000 Finansiel service,"2020-priser, kædede værdier",1980,6887.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",66000 Finansiel service,Løbende priser,1980,2901.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",68100 Ejendomsmæglere mv.,"2020-priser, kædede værdier",1980,1825.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",68100 Ejendomsmæglere mv.,Løbende priser,1980,873.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","68203 Boliger, husleje i lejeboliger","2020-priser, kædede værdier",1980,1209830.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","68203 Boliger, husleje i lejeboliger",Løbende priser,1980,271733.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","68204 Boliger, ejerboliger mv.","2020-priser, kædede værdier",1980,1140041.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","68204 Boliger, ejerboliger mv.",Løbende priser,1980,400024.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",68300 Udlejning af erhvervsejendomme,"2020-priser, kædede værdier",1980,132322.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",68300 Udlejning af erhvervsejendomme,Løbende priser,1980,56839.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","69700 Advokater, revisorer og virksomhedskonsulenter","2020-priser, kædede værdier",1980,4351.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","69700 Advokater, revisorer og virksomhedskonsulenter",Løbende priser,1980,2100.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",71000 Arkitekter og rådgivende ingeniører,"2020-priser, kædede værdier",1980,3888.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",71000 Arkitekter og rådgivende ingeniører,Løbende priser,1980,2550.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","72001 Forskning og udvikling, markedsmæssig","2020-priser, kædede værdier",1980,3031.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","72001 Forskning og udvikling, markedsmæssig",Løbende priser,1980,1113.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","72002 Forskning og udvikling, ikke-markedsmæssig","2020-priser, kædede værdier",1980,19683.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","72002 Forskning og udvikling, ikke-markedsmæssig",Løbende priser,1980,5523.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",73000 Reklame- og analysebureauer,"2020-priser, kædede værdier",1980,1225.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",73000 Reklame- og analysebureauer,Løbende priser,1980,537.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",74750 Dyrlæger og anden videnservice,"2020-priser, kædede værdier",1980,768.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",74750 Dyrlæger og anden videnservice,Løbende priser,1980,578.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",77000 Udlejning og leasing af materiel,"2020-priser, kædede værdier",1980,5016.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",77000 Udlejning og leasing af materiel,Løbende priser,1980,3463.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",78000 Arbejdsformidling og vikarbureauer,"2020-priser, kædede værdier",1980,276.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",78000 Arbejdsformidling og vikarbureauer,Løbende priser,1980,236.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",79000 Rejsebureauer,"2020-priser, kædede værdier",1980,169.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",79000 Rejsebureauer,Løbende priser,1980,96.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",80820 Rengøring og anden operationel service,"2020-priser, kædede værdier",1980,6648.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",80820 Rengøring og anden operationel service,Løbende priser,1980,2751.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","84101 Redningskorps mv., markedsmæssig","2020-priser, kædede værdier",1980,1557.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","84101 Redningskorps mv., markedsmæssig",Løbende priser,1980,609.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",84202 Offentlig administration mv.,"2020-priser, kædede værdier",1980,512097.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",84202 Offentlig administration mv.,Løbende priser,1980,105357.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","85101 Voksenundervisning mv., markedsmæssig","2020-priser, kædede værdier",1980,2188.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","85101 Voksenundervisning mv., markedsmæssig",Løbende priser,1980,869.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","85202 Undervisning, ikke-markedsmæssig","2020-priser, kædede værdier",1980,289567.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","85202 Undervisning, ikke-markedsmæssig",Løbende priser,1980,59215.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",86000 Sundhedsvæsen,"2020-priser, kædede værdier",1980,82293.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",86000 Sundhedsvæsen,Løbende priser,1980,22378.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",87880 Sociale institutioner,"2020-priser, kædede værdier",1980,93697.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",87880 Sociale institutioner,Løbende priser,1980,23667.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","90920 Kunst, kultur og spil","2020-priser, kædede værdier",1980,67681.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","90920 Kunst, kultur og spil",Løbende priser,1980,13838.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","93000 Sport, forlystelsesparker og andre fritidsaktiviteter","2020-priser, kædede værdier",1980,20731.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","93000 Sport, forlystelsesparker og andre fritidsaktiviteter",Løbende priser,1980,7685.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",94000 Organisationer og foreninger,"2020-priser, kædede værdier",1980,16139.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",94000 Organisationer og foreninger,Løbende priser,1980,7123.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",95000 Reparation af husholdningsudstyr,"2020-priser, kædede værdier",1980,890.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",95000 Reparation af husholdningsudstyr,Løbende priser,1980,608.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","96000 Frisører, vaskerier og andre serviceydelser","2020-priser, kædede værdier",1980,1487.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","96000 Frisører, vaskerier og andre serviceydelser",Løbende priser,1980,1287.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",97000 Private husholdninger med ansat medhjælp,"2020-priser, kædede værdier",1980,0.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",97000 Private husholdninger med ansat medhjælp,Løbende priser,1980,0.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",Heraf: Offentlig forvaltning og service,"2020-priser, kædede værdier",1980,1029758.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",Heraf: Offentlig forvaltning og service,Løbende priser,1980,232937.0
P.51g Faste bruttoinvesteringer,I alt,"2020-priser, kædede værdier",1980,177102.0
P.51g Faste bruttoinvesteringer,I alt,Løbende priser,1980,81722.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,"2020-priser, kædede værdier",1980,
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Løbende priser,1980,
P.51g Faste bruttoinvesteringer,02000 Skovbrug,"2020-priser, kædede værdier",1980,
P.51g Faste bruttoinvesteringer,02000 Skovbrug,Løbende priser,1980,
P.51g Faste bruttoinvesteringer,03000 Fiskeri,"2020-priser, kædede værdier",1980,
P.51g Faste bruttoinvesteringer,03000 Fiskeri,Løbende priser,1980,
P.51g Faste bruttoinvesteringer,06090 Råstofindvinding,"2020-priser, kædede værdier",1980,
P.51g Faste bruttoinvesteringer,06090 Råstofindvinding,Løbende priser,1980,
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri","2020-priser, kædede værdier",1980,
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Løbende priser,1980,
P.51g Faste bruttoinvesteringer,13150 Tekstil- og læderindustri,"2020-priser, kædede værdier",1980,
P.51g Faste bruttoinvesteringer,13150 Tekstil- og læderindustri,Løbende priser,1980,
P.51g Faste bruttoinvesteringer,16000 Træindustri,"2020-priser, kædede værdier",1980,
P.51g Faste bruttoinvesteringer,16000 Træindustri,Løbende priser,1980,
P.51g Faste bruttoinvesteringer,17000 Papirindustri,"2020-priser, kædede værdier",1980,
P.51g Faste bruttoinvesteringer,17000 Papirindustri,Løbende priser,1980,
P.51g Faste bruttoinvesteringer,18000 Trykkerier mv.,"2020-priser, kædede værdier",1980,
P.51g Faste bruttoinvesteringer,18000 Trykkerier mv.,Løbende priser,1980,
P.51g Faste bruttoinvesteringer,19000 Olieraffinaderier mv.,"2020-priser, kædede værdier",1980,
P.51g Faste bruttoinvesteringer,19000 Olieraffinaderier mv.,Løbende priser,1980,
P.51g Faste bruttoinvesteringer,20000 Kemisk industri,"2020-priser, kædede værdier",1980,
P.51g Faste bruttoinvesteringer,20000 Kemisk industri,Løbende priser,1980,
P.51g Faste bruttoinvesteringer,21000 Medicinalindustri,"2020-priser, kædede værdier",1980,
P.51g Faste bruttoinvesteringer,21000 Medicinalindustri,Løbende priser,1980,
P.51g Faste bruttoinvesteringer,22000 Plast- og gummiindustri,"2020-priser, kædede værdier",1980,
P.51g Faste bruttoinvesteringer,22000 Plast- og gummiindustri,Løbende priser,1980,
P.51g Faste bruttoinvesteringer,23000 Glas- og betonindustri,"2020-priser, kædede værdier",1980,
P.51g Faste bruttoinvesteringer,23000 Glas- og betonindustri,Løbende priser,1980,
P.51g Faste bruttoinvesteringer,24000 Fremst. af metal,"2020-priser, kædede værdier",1980,
P.51g Faste bruttoinvesteringer,24000 Fremst. af metal,Løbende priser,1980,
P.51g Faste bruttoinvesteringer,25000 Metalvareindustri,"2020-priser, kædede værdier",1980,
P.51g Faste bruttoinvesteringer,25000 Metalvareindustri,Løbende priser,1980,
P.51g Faste bruttoinvesteringer,26000 Elektronikindustri,"2020-priser, kædede værdier",1980,
P.51g Faste bruttoinvesteringer,26000 Elektronikindustri,Løbende priser,1980,
P.51g Faste bruttoinvesteringer,27000 Fremst. af elektrisk udstyr,"2020-priser, kædede værdier",1980,
P.51g Faste bruttoinvesteringer,27000 Fremst. af elektrisk udstyr,Løbende priser,1980,
P.51g Faste bruttoinvesteringer,28000 Maskinindustri,"2020-priser, kædede værdier",1980,
P.51g Faste bruttoinvesteringer,28000 Maskinindustri,Løbende priser,1980,
P.51g Faste bruttoinvesteringer,29000 Fremst. af motorkøretøjer og dele hertil,"2020-priser, kædede værdier",1980,
P.51g Faste bruttoinvesteringer,29000 Fremst. af motorkøretøjer og dele hertil,Løbende priser,1980,
P.51g Faste bruttoinvesteringer,30000 Fremst. af skibe og andre transportmidler,"2020-priser, kædede værdier",1980,
P.51g Faste bruttoinvesteringer,30000 Fremst. af skibe og andre transportmidler,Løbende priser,1980,
P.51g Faste bruttoinvesteringer,31320 Møbel- og anden industri,"2020-priser, kædede værdier",1980,
P.51g Faste bruttoinvesteringer,31320 Møbel- og anden industri,Løbende priser,1980,
P.51g Faste bruttoinvesteringer,33000 Reparation og installation af maskiner og udstyr,"2020-priser, kædede værdier",1980,
P.51g Faste bruttoinvesteringer,33000 Reparation og installation af maskiner og udstyr,Løbende priser,1980,
P.51g Faste bruttoinvesteringer,35000 Energiforsyning,"2020-priser, kædede værdier",1980,
P.51g Faste bruttoinvesteringer,35000 Energiforsyning,Løbende priser,1980,
P.51g Faste bruttoinvesteringer,36000 Vandforsyning,"2020-priser, kædede værdier",1980,
P.51g Faste bruttoinvesteringer,36000 Vandforsyning,Løbende priser,1980,
P.51g Faste bruttoinvesteringer,"37390 Renovation, affaldsbehandling mv.","2020-priser, kædede værdier",1980,
P.51g Faste bruttoinvesteringer,"37390 Renovation, affaldsbehandling mv.",Løbende priser,1980,
P.51g Faste bruttoinvesteringer,41430 Bygge og anlæg,"2020-priser, kædede værdier",1980,
P.51g Faste bruttoinvesteringer,41430 Bygge og anlæg,Løbende priser,1980,
P.51g Faste bruttoinvesteringer,45000 Bilhandel og -værksteder mv.,"2020-priser, kædede værdier",1980,
P.51g Faste bruttoinvesteringer,45000 Bilhandel og -værksteder mv.,Løbende priser,1980,
P.51g Faste bruttoinvesteringer,46000 Engroshandel,"2020-priser, kædede værdier",1980,
P.51g Faste bruttoinvesteringer,46000 Engroshandel,Løbende priser,1980,
P.51g Faste bruttoinvesteringer,47000 Detailhandel,"2020-priser, kædede værdier",1980,
P.51g Faste bruttoinvesteringer,47000 Detailhandel,Løbende priser,1980,
