TILGANG1,TILGANG2,ANVENDELSE,PRISENHED,TID,INDHOLD
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2014,757.776
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2015,825.389
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2016,1020.1110000000001
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2017,1140.577
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2018,1386.12
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2019,1200.284
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2020,629.922
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2021,625.6229999999999
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2022,978.905
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1966,376.488
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1967,557.12
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1968,256.201
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1969,138.623
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1970,276.968
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1971,418.951
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1972,248.744
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1973,369.562
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1974,439.181
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1975,359.214
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1976,717.337
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1977,655.149
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1978,471.623
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1979,513.539
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1980,586.302
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1981,867.964
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1982,677.859
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1983,1159.054
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1984,709.704
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1985,611.814
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1986,729.546
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1987,570.125
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1988,498.757
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1989,303.507
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1990,251.789
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1991,346.949
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1992,1727.268
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1993,778.896
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1994,555.671
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1995,561.275
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1996,546.076
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1997,526.657
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1998,715.377
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1999,711.301
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2000,812.649
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2001,946.06
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2002,1072.483
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2003,851.373
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2004,601.118
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2005,503.789
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2006,620.674
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2007,626.688
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2008,1380.9089999999999
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2009,734.812
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2010,743.306
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2011,1242.796
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2012,1053.219
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2013,974.976
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2014,736.4599999999999
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2015,834.979
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2016,988.879
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2017,1146.639
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2018,1387.457
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2019,1192.714
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2020,641.172
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2021,677.346
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2022,1174.915
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1967,1023.7
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1968,668.625
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1969,680.885
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1970,831.705
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1971,813.622
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1972,671.822
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1973,969.796
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1974,895.015
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1975,1072.69
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1976,1188.344
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1977,1043.966
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1978,1714.56
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1979,1477.622
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1980,1376.68
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1981,1195.336
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1982,1372.2
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1983,1528.489
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1984,1485.288
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1985,1946.465
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1986,1854.762
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1987,1380.951
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1988,1124.317
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1989,1050.446
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1990,1484.337
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1991,1491.165
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1992,1365.2
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1993,1471.643
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1994,1759.785
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1995,1986.957
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1996,1741.106
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1997,1827.201
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1998,2188.403
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1999,2252.405
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2000,2043.152
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2001,2158.744
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2002,3007.449
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2003,3157.846
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2004,2760.899
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2005,2404.936
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2006,2818.408
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2007,2486.192
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2008,4054.123
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2009,3145.018
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2010,2431.541
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2011,2163.8070000000002
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2012,2280.3289999999997
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2013,2494.1079999999997
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2014,2358.235
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2015,2478.763
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2016,2165.132
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2017,2495.799
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2018,2560.382
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2019,2820.7039999999997
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2020,2353.31
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2021,1652.062
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2022,1946.06
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1966,696.006
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1967,946.969
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1968,670.57
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1969,694.551
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1970,844.385
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1971,780.671
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1972,757.245
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1973,1016.934
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1974,1206.974
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1975,1031.313
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1976,1238.064
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1977,1296.133
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1978,1477.546
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1979,1589.582
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1980,1437.168
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1981,1379.341
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1982,1585.679
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1983,1684.55
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1984,1812.251
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1985,1761.784
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1986,1614.449
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1987,1275.581
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1988,1101.586
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1989,1098.586
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1990,1291.613
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1991,1485.486
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1992,1330.293
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1993,1484.121
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1994,1722.491
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1995,1843.031
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1996,1738.449
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1997,2054.798
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1998,2189.675
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1999,1992.648
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2000,2122.646
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2001,2227.305
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2002,2883.864
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2003,3120.527
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2004,2710.176
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2005,2279.095
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2006,2638.6020000000003
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2007,3131.503
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2008,4890.433
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2009,2756.347
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2010,2435.666
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2011,2365.009
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2012,2299.6969999999997
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2013,2544.084
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2014,2252.6730000000002
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2015,2403.119
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2016,2093.634
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2017,2488.566
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2018,2561.4550000000004
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2019,2907.043
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2020,2317.639
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2021,1799.212
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2022,2492.7580000000003
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Foregående års priser,1967,2433.575
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Foregående års priser,1968,2170.926
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Foregående års priser,1969,2083.113
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Foregående års priser,1970,2424.831
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Foregående års priser,1971,2751.034
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Foregående års priser,1972,2507.1
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Foregående års priser,1973,2881.927
