TILGANG1,TILGANG2,ANVENDELSE,PRISENHED,TID,INDHOLD
Import eksklusiv told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1983,0.44
Import eksklusiv told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1984,0.456
Import eksklusiv told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1985,0.497
Import eksklusiv told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1986,0.54
Import eksklusiv told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1987,0.609
Import eksklusiv told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1988,0.658
Import eksklusiv told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1989,0.682
Import eksklusiv told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1990,0.779
Import eksklusiv told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1991,0.638
Import eksklusiv told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1992,0.791
Import eksklusiv told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1993,0.75
Import eksklusiv told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1994,0.991
Import eksklusiv told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1995,0.741
Import eksklusiv told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1996,0.907
Import eksklusiv told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1997,1.126
Import eksklusiv told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1998,1.819
Import eksklusiv told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1999,3.521
Import eksklusiv told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2000,10.296
Import eksklusiv told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2001,11.127
Import eksklusiv told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2002,18.329
Import eksklusiv told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2003,14.93
Import eksklusiv told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2004,34.527
Import eksklusiv told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2005,41.816
Import eksklusiv told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2006,43.837999999999994
Import eksklusiv told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2007,59.448
Import eksklusiv told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2008,80.83
Import eksklusiv told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2009,69.009
Import eksklusiv told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2010,68.84400000000001
Import eksklusiv told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2011,85.33699999999999
Import eksklusiv told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2012,84.982
Import eksklusiv told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2013,76.854
Import eksklusiv told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2014,89.122
Import eksklusiv told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2015,87.247
Import eksklusiv told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2016,49.373999999999995
Import eksklusiv told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2017,48.475
Import eksklusiv told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2018,86.248
Import eksklusiv told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2019,77.604
Import eksklusiv told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2020,54.852000000000004
Import eksklusiv told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2021,50.679
Import eksklusiv told,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)","Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2022,46.841
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1967,2722.8880000000004
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1968,2785.83
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1969,2907.447
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1970,3029.371
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1971,3246.812
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1972,3518.393
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1973,4042.3860000000004
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1974,4554.254
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1975,4940.521000000001
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1976,6283.126
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1977,6442.7609999999995
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1978,7367.555
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1979,7887.247
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1980,8471.235
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1981,8906.141
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1982,10539.95
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1983,11697.186
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1984,13190.260999999999
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1985,13724.803999999998
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1986,14219.716
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1987,15419.258
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1988,15134.124
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1989,14359.645
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1990,15744.405999999999
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1991,15255.541000000001
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1992,15930.518
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1993,17076.051
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1994,16324.675
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1995,15946.838
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1996,16045.907
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1997,16990.629
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1998,17480.942
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1999,17298.222
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2000,16696.717
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2001,16489.652000000002
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2002,16872.756
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2003,16001.298
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2004,15753.243999999999
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2005,16595.465
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2006,17939.845
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2007,17510.862
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2008,18469.501
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2009,19641.875
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2010,19914.517
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2011,19714.867000000002
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2012,20771.804
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2013,21827.9
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2014,21016.312
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2015,22198.492
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2016,22055.094
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2017,21852.209
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2018,21581.815
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2019,20628.479
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2020,22444.407
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2021,21872.132
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2022,21789.416
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1966,2772.279
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1967,2779.421
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1968,2938.8830000000003
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1969,3011.43
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1970,3183.0099999999998
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1971,3414.399
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1972,3934.774
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1973,4923.426
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1974,5226.805
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1975,5677.214
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1976,6552.619000000001
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1977,6801.715999999999
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1978,7886.987
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1979,8656.874
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1980,9360.744999999999
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1981,10132.819
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1982,11673.6
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1983,12668.717999999999
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1984,13458.305
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1985,13853.096
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1986,14117.559000000001
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1987,14531.840999999999
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1988,15519.968
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1989,15277.164
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1990,15777.923999999999
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1991,15444.593
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1992,16297.447
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1993,16831.257
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1994,16805.413
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1995,16233.249
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1996,16129.636
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1997,17320.714
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1998,17246.107
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1999,17307.686
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2000,17347.137
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2001,17371.554
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2002,17149.734
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2003,16136.5
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2004,15843.074
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2005,17262.52
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2006,18140.675
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2007,18269.082000000002
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2008,19933.047
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2009,19903.517
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2010,20533.822
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2011,20399.850000000002
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2012,20830.748
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2013,21673.414999999997
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2014,21598.063000000002
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2015,22513.947
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2016,21405.992
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2017,22136.058
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2018,21794.805
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2019,20966.367
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2020,22008.078
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2021,22964.667999999998
Dansk produktion,REST_TILGANG Øvrige brancher,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2022,26353.780000000002
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1967,1931.839
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1968,2248.108
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1969,2358.827
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1970,2651.552
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1971,3195.019
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1972,3504.181
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1973,3548.57
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1974,4635.429
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1975,5437.98
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1976,5670.127
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1977,6121.433
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1978,6959.2119999999995
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1979,7458.708
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1980,8414.073
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1981,9730.356
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1982,11461.947
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1983,12228.19
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1984,14013.582
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1985,14611.72
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1986,15774.31
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1987,16176.052
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1988,15966.936
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1989,16286.213
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1990,18363.551
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1991,19202.874
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1992,20302.271
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1993,20120.815
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1994,20629.715
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1995,20052.05
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1996,20297.32
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1997,20557.913
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1998,21211.296000000002
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1999,21874.155000000002
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2000,21293.468
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2001,21343.188000000002
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2002,23052.541
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2003,22768.608
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2004,22648.481
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2005,24407.134000000002
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2006,25178.217
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2007,24441.524
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2008,24779.526
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2009,25607.861
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2010,22802.587
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2011,24892.045000000002
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2012,24087.782
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2013,25549.393
Dansk produktion,REST_TILGANG Øvrige brancher,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2014,25442.788999999997
