BEHOLD,BRANCHE,PRISENHED,TID,INDHOLD
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1979,4350333.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1980,4435830.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1981,4471498.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1982,4517509.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1983,4564886.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1984,4625448.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1985,4710206.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1986,4837386.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1987,4962141.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1988,5055391.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1989,5137935.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1990,5217291.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1991,5264800.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1992,5305384.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1993,5328639.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1994,5354683.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1995,5403081.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1996,5462484.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1997,5531111.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1998,5612542.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1999,5682056.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2000,5773271.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2001,5852073.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2002,5918328.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2003,5980902.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2004,6046439.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2005,6132550.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2006,6270696.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2007,6395005.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2008,6486901.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2009,6533631.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2010,6550770.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2011,6568622.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2012,6599838.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2013,6638025.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2014,6696875.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2015,6769376.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2016,6870825.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2017,6985059.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2018,7107156.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2019,7209258.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2020,7324959.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2021,7488001.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2022,7648052.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2023,7786450.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2024,7930718.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,1966,0.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,1967,0.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,1968,272734.64381973556
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,1969,300727.13698896894
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,1970,340419.2134559411
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,1971,380380.6646560254
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,1972,423839.9100563364
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,1973,479584.8892216672
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,1974,560231.486169578
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,1975,668973.6836397448
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,1976,751436.7774736123
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,1977,834556.0990648469
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,1978,937373.8237080706
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,1979,1039147.2591076572
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,1980,1160914.7835927068
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,1981,1318680.810665594
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,1982,1493453.541098576
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,1983,1645908.0933699855
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,1984,1787210.2235686188
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,1985,1904148.2135282727
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,1986,2022171.893395741
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,1987,2095137.5008497806
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,1988,2235015.595580334
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,1989,2401239.4695838755
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,1990,2575461.8066854896
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,1991,2693774.7299559913
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,1992,2800831.175947017
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,1993,2889173.2536455463
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,1994,2963843.248887395
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,1995,3054168.532554366
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,1996,3154721.9002568442
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,1997,3318292.306447386
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,1998,3458739.9626130383
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,1999,3586606.2067437014
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,2000,3772388.069069855
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,2001,3910364.7453719517
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,2002,4101467.464033523
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,2003,4236912.2288037995
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,2004,4383776.536624082
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,2005,4539382.347650293
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,2006,4769302.403380008
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,2007,5077506.119653
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,2008,5367523.359580557
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,2009,5614526.8121122215
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,2010,5315086.046282719
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,2011,5395246.927071409
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,2012,5580193.794648208
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,2013,5761076.531660609
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,2014,5887212.944717178
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,2015,6019268.331034401
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,2016,6150995.807947778
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,2017,6407108.543238321
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,2018,6632741.014536602
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,2019,6889144.458985628
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,2020,7161938.897462105
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,2021,7489112.688203108
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,2022,7864332.77605795
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,2023,8885495.717186736
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Forige års priser,2024,9560719.156858567
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,1966,247288.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,1967,261889.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,1968,287474.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,1969,325897.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,1970,365449.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,1971,405478.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,1972,458939.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,1973,542071.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,1974,652528.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,1975,725686.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,1976,809198.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,1977,909897.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,1978,1010356.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,1979,1137149.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,1980,1307595.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,1981,1476468.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,1982,1624854.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,1983,1758578.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,1984,1862693.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,1985,1958882.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,1986,2033779.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,1987,2188507.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,1988,2358039.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,1989,2529117.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,1990,2664031.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,1991,2776433.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,1992,2873969.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,1993,2946588.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,1994,3022521.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,1995,3115493.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,1996,3267169.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,1997,3398810.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,1998,3535917.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,1999,3704390.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,2000,3851474.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,2001,4051481.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,2002,4188159.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,2003,4333194.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,2004,4471940.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,2005,4659326.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,2006,4974912.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,2007,5286041.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,2008,5572898.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,2009,5300844.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,2010,5380760.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,2011,5553602.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,2012,5727165.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,2013,5834002.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,2014,5953458.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,2015,6057686.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,2016,6300395.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,2017,6517097.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,2018,6790820.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,2019,7048386.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,2020,7326042.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,2021,7699949.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,2022,8729081.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,2023,9390873.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,Løbende priser,2024,9645696.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1966,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1967,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1968,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1969,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1970,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1971,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1972,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1973,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1974,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1975,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1976,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1977,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1978,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1979,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1980,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1981,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1982,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1983,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1984,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1985,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1986,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1987,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1988,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1989,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1990,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1991,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1992,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1993,239760.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1994,251841.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1995,278340.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1996,296213.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1997,325883.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1998,346422.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1999,338251.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2000,358535.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2001,359963.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2002,360577.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2003,358624.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2004,368921.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2005,395121.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2006,450830.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2007,449719.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2008,439950.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2009,387408.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2010,363729.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2011,364347.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2012,374596.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2013,381362.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2014,397193.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2015,414364.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2016,449114.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2017,467267.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2018,485371.0
