BEHOLD,BRANCHE,PRISENHED,TID,INDHOLD
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,1975,51256.96723622437
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,1976,58855.0557012655
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,1977,65041.398874853454
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,1978,70261.33235226739
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,1979,76334.29842421597
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,1980,81429.39322504107
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,1981,88272.74046259811
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,1982,98048.05230250319
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,1983,106453.736510484
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,1984,113056.85530941606
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,1985,117009.29892335008
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,1986,120031.38489478863
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,1987,120075.30115967552
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,1988,121765.50747435272
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,1989,128508.71649584
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,1990,139420.35511031945
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,1991,145974.97194308104
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,1992,150362.31501566555
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,1993,153268.74109114078
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,1994,153278.67379179003
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,1995,152538.56450551638
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,1996,155717.69175494308
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,1997,156279.35000117315
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,1998,163260.51662254764
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,1999,162112.13827654513
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,2000,161524.47227749173
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,2001,167528.83248106137
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,2002,173656.5249431093
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,2003,176533.24897464618
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,2004,177779.77886525835
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,2005,178788.6935041171
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,2006,186716.78022216825
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,2007,198181.82145052895
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,2008,207522.32626081145
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,2009,211757.3217086904
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,2010,197326.4965526474
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,2011,197420.06282469752
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,2012,201078.09443787293
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,2013,203964.9323559465
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,2014,200746.2121919141
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,2015,197222.01154354922
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,2016,193731.70526041958
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,2017,194739.65398886826
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,2018,195244.44628813412
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,2019,195577.54162423624
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,2020,194615.6876438528
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,2021,194543.23030420224
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,2022,193160.69393736825
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,2023,214922.52081825334
"AN.11 Faste aktiver, nettobeholdning ultimo året",01000 Landbrug og gartneri,Forige års priser,2024,227197.99736382897
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1966,0.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1967,0.0
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1968,5112.726262735748
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1969,5591.566863905325
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1970,6188.902730245646
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1971,7008.181480196301
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1972,7864.905370414768
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1973,8680.232543510168
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1974,9675.022571214902
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1975,11045.52889969916
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1976,12846.740322381167
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1977,14246.35349940688
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1978,15585.195522843413
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1979,17135.01820910272
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1980,18798.188082393328
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1981,21445.388987962553
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1982,24240.626081069644
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1983,26594.333085652528
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1984,28814.069092933794
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1985,30699.869331079848
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1986,32577.55875074803
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1987,33818.67610259618
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1988,35734.33925171507
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1989,38501.23604027723
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1990,41888.24615644534
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1991,45605.83757462379
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1992,49142.93911044161
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1993,51571.84459235458
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1994,52722.13544131715
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1995,53255.553961680474
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1996,56494.47260587326
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1997,57843.816845336594
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1998,60740.83257140811
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1999,61621.5466058105
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2000,64137.42852072266
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2001,66206.92837243571
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2002,69751.87518008283
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2003,72878.76717940789
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2004,76391.9151433085
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2005,77799.95986454283
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2006,80057.93693693694
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2007,82505.05853882423
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2008,88349.64088020369
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2009,93213.45756961314
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2010,88057.00339009622
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2011,87812.12183818304
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2012,91426.30787957477
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2013,92723.7968586598
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2014,91875.7053749773
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2015,91386.8935911837
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2016,91400.07631892592
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2017,92999.32519951361
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2018,96089.04971317365
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2019,98772.12147939963
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2020,100702.88808770945
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2021,101866.00944912956
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2022,103726.26757244953
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2023,114018.06436781608
"AN.11 Faste aktiver, nettobeholdning ultimo året","10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2024,121636.49315849486
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,1966,0.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,1967,0.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,1968,0.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,1969,0.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,1970,0.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,1971,0.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,1972,0.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,1973,0.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,1974,0.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,1975,0.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,1976,0.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,1977,0.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,1978,0.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,1979,0.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,1980,0.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,1981,0.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,1982,0.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,1983,0.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,1984,0.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,1985,0.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,1986,0.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,1987,0.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,1988,0.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,1989,0.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,1990,0.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,1991,0.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,1992,0.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,1993,0.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,1994,5826.291886814606
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,1995,6750.747327302631
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,1996,7080.689576278943
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,1997,7778.875011010305
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,1998,8185.4375
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,1999,7950.323752838907
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,2000,8966.906322409797
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,2001,10167.107968009477
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,2002,8966.59719478467
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,2003,9116.266718206418
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,2004,9397.69406213134
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,2005,9989.661923909682
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,2006,12488.561871928408
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,2007,15013.105808361079
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,2008,14488.021673306774
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,2009,9131.030393763065
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,2010,7222.337356160539
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,2011,6973.830981027302
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,2012,7606.057287278854
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,2013,8508.722116567847
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,2014,8050.831668594259
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,2015,8229.62962962963
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,2016,7359.707470747075
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,2017,8234.223114169215
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,2018,7846.326794314578
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,2019,7895.24259766111
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,2020,7834.06126340882
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,2021,9806.0
P.51g Faste bruttoinvesteringer,01000 Landbrug og gartneri,Forige års priser,2022,8480.023149092392
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1966,0.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1967,0.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1968,0.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1969,0.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1970,0.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1971,0.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1972,0.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1973,0.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1974,0.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1975,0.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1976,0.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1977,0.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1978,0.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1979,0.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1980,0.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1981,0.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1982,0.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1983,0.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1984,0.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1985,0.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1986,0.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1987,0.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1988,0.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1989,0.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1990,0.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1991,0.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1992,0.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1993,0.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1994,4516.180483870968
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1995,4624.682492581603
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1996,6158.417471192775
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1997,4963.292193220739
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1998,5486.260043196545
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,1999,5045.769726247987
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2000,6855.38734476641
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2001,6814.474408365438
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2002,6940.801789709172
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2003,7900.937556357078
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2004,8322.573370120579
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2005,6546.338123831086
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2006,6456.077222013288
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2007,7123.545170528508
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2008,9073.945240101095
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2009,8853.229103081618
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2010,4628.547205359012
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2011,5160.4166172106825
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2012,7116.358063392547
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2013,6078.121196624904
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2014,6030.013213851762
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2015,5697.348561759729
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2016,5932.244897959184
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2017,6466.212717515044
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2018,8337.082516216624
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2019,7401.9578215527235
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2020,6120.255880815473
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2021,6949.0
P.51g Faste bruttoinvesteringer,"10120 Føde-, drikke- og tobaksvareindustri",Forige års priser,2022,7516.722693912793
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1966,2618163.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1967,2738303.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1968,2867006.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1969,3015495.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1970,3161059.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1971,3302298.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1972,3467494.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1973,3631240.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1974,3755637.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1975,3856260.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1976,3992820.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1977,4114787.0
"AN.11 Faste aktiver, nettobeholdning ultimo året",REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",1978,4233512.0
