TILGANG2,ANVENDELSE,TID,tau
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),1969,0.0
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),1970,0.0
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),1971,0.0
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),1972,0.0
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),1973,0.0
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),1974,0.0
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),1975,0.0
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),1976,0.0
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),1977,0.0
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),1978,0.0
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),1979,0.0
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),1980,0.0
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),1981,0.0
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),1982,0.0
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),1983,0.0
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),1984,0.0
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),1985,0.0
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),1986,0.0
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),1987,0.0
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),1988,0.0
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),1989,0.0
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),1990,0.0
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),1991,0.0
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),1992,0.0
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),1993,0.0
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),1994,0.0
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),1995,0.0
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),1996,0.0
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),1997,0.0
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),1998,0.0
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),1999,0.0
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),2000,0.0
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),2001,0.0
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),2002,0.0
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),2003,0.0
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),2004,0.0
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),2005,0.000402569443228957
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),2006,0.000369025477518968
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),2007,0.0007759456838021337
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),2008,0.0002768578760741553
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),2009,0.00024672351176377704
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),2010,0.00015780337699226762
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),2011,8.658758334054898e-05
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),2012,5.273983439691999e-05
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),2013,7.0402703463813e-05
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),2014,0.0007979367635114917
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),2015,0.0005870387309041762
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),2016,0.0002593114963538274
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),2017,0.0006680117788199369
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),2018,0.001142873888262099
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),2019,0.00036701500898220945
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),2020,0.0002947063374141975
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),2021,0.0003881140084899939
010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),2022,0.0003346645545614779
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),1967,0.0
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),1968,0.0
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),1969,0.0
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),1970,0.0
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),1971,0.0
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),1972,0.0
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),1973,0.0
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),1974,0.0
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),1975,0.0
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),1976,0.0
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),1977,0.0
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),1978,0.0
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),1979,0.0
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),1980,0.0
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),1981,0.0
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),1982,0.0
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),1983,0.0
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),1984,0.0
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),1985,0.0
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),1986,0.0
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),1987,0.0
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),1988,0.0
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),1989,0.0
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),1990,0.0
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),1991,0.0
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),1992,0.0
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),1993,0.0
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),1994,0.0
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),1995,0.0
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),1996,0.0
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),1997,0.0
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),1998,0.0
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),1999,0.0
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),2000,0.0
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),2001,0.0
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),2002,0.0
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),2003,0.0
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),2004,0.0
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),2005,0.0007764477515367196
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),2006,0.0007308018357742114
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),2007,0.0006142657067741223
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),2008,0.0007067284707643061
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),2009,0.0020307726083536102
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),2010,0.00030181520286293276
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),2011,0.00021073483236044085
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),2012,0.00011753051595896505
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),2013,0.0001382989232440976
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),2014,0.0021062252866254697
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),2015,0.0033038074148153437
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),2016,0.004936753665306731
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),2017,0.005489165646821683
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),2018,0.004971083241276236
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),2019,0.003747234721365258
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),2020,0.0026561651903777533
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),2021,0.017164775451494328
010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),2022,0.0050669830441445445
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",1967,0.0
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",1968,0.0
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",1969,0.0
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",1970,0.0
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",1971,0.0
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",1972,0.0
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",1973,0.0
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",1974,0.0
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",1975,0.0
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",1976,0.0
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",1977,0.0
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",1978,0.0
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",1979,0.0
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",1980,0.0
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",1981,0.0
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",1982,0.0
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",1983,0.0
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",1984,0.0
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",1985,0.0
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",1986,0.0
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",1987,0.0
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",1988,0.0
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",1989,0.0
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",1990,0.0
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",1991,0.0
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",1992,0.0
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",1993,0.0
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",1994,0.0
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",1995,0.0
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",1996,0.0
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",1997,0.0
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",1998,0.0
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",1999,0.0
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",2000,0.0
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",2001,0.0
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",2002,0.0
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",2003,0.0
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",2004,0.0
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",2005,0.0012283795417636814
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",2006,0.0009464492121524279
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",2007,0.0015728382988194197
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",2008,0.0007425896337819257
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",2009,0.0009767210851148087
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",2010,0.0005762471352247654
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",2011,0.00020346546967219684
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",2012,9.877860533538405e-05
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",2013,9.231615336266499e-05
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",2014,0.0007278688056304634
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",2015,0.0008316561007806262
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",2016,0.0008004750236760219
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",2017,0.0012489974750848115
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",2018,0.0024482899609779185
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",2019,0.0005734534271498107
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",2020,0.0007345856469630739
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",2021,0.0014841148799662877
010000 Landbrug og gartneri-(Tilgang),"100040x100050 Anden fødevareindustri (100040, 100050)",2022,0.0007515324694104391
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1967,0.0
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1968,0.0
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1969,0.0
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1970,0.0
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1971,0.0
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1972,0.0
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1973,0.0
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1974,0.0
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1975,0.0
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1976,0.0
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1977,0.0
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1978,0.0
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1979,0.0
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1980,0.0
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1981,0.0
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1982,0.0
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1983,0.0
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1984,0.0
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1985,0.0
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1986,0.0
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1987,0.0
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1988,0.0
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1989,0.0
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1990,0.0
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1991,0.0
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1992,0.0
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1993,0.0
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1994,0.0
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1995,0.0
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1996,0.0
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1997,0.0
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1998,0.0
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1999,0.0
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2000,0.0
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2001,0.0
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2002,0.0
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2003,0.0
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2004,0.0
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2005,0.0030892985083594312
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2006,0.0038098169151832735
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2007,0.00394265751962551
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2008,0.003908452511085007
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2009,0.004919803371701044
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2010,0.0015863153922251615
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2011,0.0005307444004417624
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2012,0.00025481625851669004
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2013,0.0002540192844175761
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2014,0.0018810197163109546
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2015,0.0023190261932446933
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2016,0.00130393251056693
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2017,0.0016696259936781444
010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2018,0.0020212695321949505
