ANVENDELSE,TID,TIMELOEN_KR
010000,1966,4.961465856150742
010000,1967,5.326186276671321
010000,1968,5.644206084281077
010000,1969,6.012332650485236
010000,1970,5.843746132059673
010000,1971,6.860279967100272
010000,1972,7.0786710899408005
010000,1973,7.972720231543761
010000,1974,9.640369336482715
010000,1975,11.505816989932825
010000,1976,12.853657456998434
010000,1977,14.346345507213979
010000,1978,16.749786014483693
010000,1979,19.344179113318
010000,1980,22.662031202008112
010000,1981,25.41239116915423
010000,1982,28.23424381633438
010000,1983,32.00441304274218
010000,1984,35.98272495463004
010000,1985,39.72670200411631
010000,1986,43.97596448977664
010000,1987,49.24480896513823
010000,1988,54.20625447278521
010000,1989,57.80975101458813
010000,1990,61.15090804266359
010000,1991,62.96467185061076
010000,1992,68.24304726938962
010000,1993,70.47278483110684
010000,1994,72.40197125400465
010000,1995,73.66841896620072
010000,1996,77.60292760823279
010000,1997,82.11214838255977
010000,1998,85.65442745217563
010000,1999,87.36362446231531
010000,2000,90.1477119846667
010000,2001,91.29734131122943
010000,2002,97.14543015199132
010000,2003,103.01561949283025
010000,2004,108.3957151617354
010000,2005,109.31073026754261
010000,2006,113.52155257642266
010000,2007,120.93851539174302
010000,2008,127.13192964785186
010000,2009,132.90638670166229
010000,2010,140.4118988187661
010000,2011,143.61531569201364
010000,2012,146.40799646565054
010000,2013,150.45915068768196
010000,2014,156.52284047522144
010000,2015,175.97839095083793
010000,2016,179.4635236129756
010000,2017,182.14425156462323
010000,2018,189.6717047587715
010000,2019,197.7102564102564
010000,2020,205.6869386807061
010000,2021,203.39063969425936
010000,2022,217.89114626587534
100010,1966,9.465933164764573
100010,1967,10.697440996585495
100010,1968,11.762504153392099
100010,1969,12.926195446863506
100010,1970,15.001307240551771
100010,1971,17.994824244119823
100010,1972,19.99917810470946
100010,1973,24.75282832735134
100010,1974,30.201485985910967
100010,1975,37.03716751805531
100010,1976,40.777411911120325
100010,1977,45.26825388408717
100010,1978,49.796531762030284
100010,1979,54.94026127972735
100010,1980,58.67441860465117
100010,1981,64.41712843971798
100010,1982,69.61013169813951
100010,1983,75.79622000905387
100010,1984,82.17514881628573
100010,1985,89.61129239147557
100010,1986,95.26908392783122
100010,1987,111.44037277261337
100010,1988,117.14161261757174
100010,1989,119.63117972732373
100010,1990,128.67699696663297
100010,1991,135.11573489155612
100010,1992,139.15413041199287
100010,1993,140.1823439315517
100010,1994,144.11294565680356
100010,1995,142.973226629799
100010,1996,147.90779054204774
100010,1997,151.8210773230839
100010,1998,165.13661202185793
100010,1999,170.94976055974539
100010,2000,171.18398185513564
100010,2001,181.09352433165327
100010,2002,190.22330673153942
100010,2003,196.71289319459393
100010,2004,200.28812131423757
100010,2005,217.94601617684737
100010,2006,222.4052977571539
100010,2007,238.4968697995087
100010,2008,249.57218628199462
100010,2009,246.0841771379773
100010,2010,254.2402710141859
100010,2011,253.9494814174589
100010,2012,258.1779847140473
100010,2013,276.3944821609129
100010,2014,285.155595390525
100010,2015,290.0287483176312
100010,2016,316.8309759930635
100010,2017,319.169814474344
100010,2018,334.3943857698722
100010,2019,359.65076279672496
100010,2020,321.23410776075133
100010,2021,349.3707297554144
100010,2022,359.4524933608734
100030,1966,10.272498046736272
100030,1967,11.563683052090974
100030,1968,12.84490325535244
100030,1969,14.463565829467283
100030,1970,15.93316216663906
100030,1971,18.507248908296944
100030,1972,21.18098510882016
100030,1973,23.835061003577657
100030,1974,28.78218297014496
100030,1975,36.01276864063896
100030,1976,40.69589473684211
100030,1977,47.163216560509554
100030,1978,53.54568499944891
100030,1979,57.97524696901662
100030,1980,62.86094792676667
100030,1981,71.1956962327134
100030,1982,79.45262503883194
100030,1983,82.76108870967741
100030,1984,87.87780762416413
100030,1985,93.57537255833283
100030,1986,96.56676026046956
100030,1987,113.85174639331815
100030,1988,115.31504883836432
100030,1989,132.57288263382762
100030,1990,138.35603448275864
100030,1991,146.84796943365996
100030,1992,151.6126208838291
100030,1993,158.4283888328288
100030,1994,165.4488937250635
100030,1995,166.64952817096864
