TILGANG1,TILGANG2,ANVENDELSE,PRISENHED,TID,INDHOLD
Import inkl. told,100010 Slagterier-(Tilgang),010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1984,28.968
Import inkl. told,100010 Slagterier-(Tilgang),100010 Slagterier- (Anvendelse),Løbende priser,1984,116.205
Import inkl. told,100010 Slagterier-(Tilgang),100010 Slagterier- (Anvendelse),Foregående års priser,1984,117.978
Import inkl. told,100010 Slagterier-(Tilgang),100030 Mejerier- (Anvendelse),Løbende priser,1984,1.5
Import inkl. told,100010 Slagterier-(Tilgang),100030 Mejerier- (Anvendelse),Foregående års priser,1984,1.444
Import inkl. told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2013,11280.094
Import inkl. told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Foregående års priser,2013,11284.126
Import inkl. told,100010 Slagterier-(Tilgang),Faste bruttoinvesteringer ialt - (Anvendelse),Løbende priser,2013,0.0
Import inkl. told,100010 Slagterier-(Tilgang),Faste bruttoinvesteringer ialt - (Anvendelse),Foregående års priser,2013,0.0
Import inkl. told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2013,0.254
Import inkl. told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2013,0.248
Told,100030 Mejerier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2015,2.051
Told,100030 Mejerier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Foregående års priser,2015,2.256
Told,100030 Mejerier-(Tilgang),Faste bruttoinvesteringer ialt - (Anvendelse),Løbende priser,2015,0.0
Told,100030 Mejerier-(Tilgang),Faste bruttoinvesteringer ialt - (Anvendelse),Foregående års priser,2015,0.0
Told,100030 Mejerier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2015,0.0
Told,100030 Mejerier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2015,0.0
Told,100030 Mejerier-(Tilgang),Husholdningernes forbrugsudgifter (Anvendelse),Løbende priser,2015,0.423
Told,100030 Mejerier-(Tilgang),Husholdningernes forbrugsudgifter (Anvendelse),Foregående års priser,2015,0.518
Import inkl. told,010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,1984,7601.776
Import inkl. told,010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Foregående års priser,1984,6447.066
Import inkl. told,010000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer ialt - (Anvendelse),Løbende priser,1984,2.02
Import inkl. told,010000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer ialt - (Anvendelse),Foregående års priser,1984,1.904
Import inkl. told,010000 Landbrug og gartneri-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1984,0.103
Import inkl. told,010000 Landbrug og gartneri-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1984,0.107
Told,010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2015,30.963
Told,010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Foregående års priser,2015,25.227
Told,010000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer ialt - (Anvendelse),Løbende priser,2015,0.01
Told,010000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer ialt - (Anvendelse),Foregående års priser,2015,0.011
Told,010000 Landbrug og gartneri-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2015,0.0
Told,010000 Landbrug og gartneri-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2015,0.0
Told,100030 Mejerier-(Tilgang),Eksport - (Anvendelse),Løbende priser,2015,0.936
Told,100030 Mejerier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,2015,0.92
Told,100030 Mejerier-(Tilgang),Lagre - (Anvendelse),Løbende priser,2015,0.005
Told,100030 Mejerier-(Tilgang),Lagre - (Anvendelse),Foregående års priser,2015,0.005
Told,100030 Mejerier-(Tilgang),010000 Landbrug og gartneri- (Anvendelse),Løbende priser,2015,0.03
Told,100030 Mejerier-(Tilgang),010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2015,0.028
Told,100030 Mejerier-(Tilgang),100010 Slagterier- (Anvendelse),Løbende priser,2015,0.008
Told,100030 Mejerier-(Tilgang),100010 Slagterier- (Anvendelse),Foregående års priser,2015,0.006
Told,100030 Mejerier-(Tilgang),100030 Mejerier- (Anvendelse),Løbende priser,2015,0.156
Told,100030 Mejerier-(Tilgang),100030 Mejerier- (Anvendelse),Foregående års priser,2015,0.183
Import inkl. told,010000 Landbrug og gartneri-(Tilgang),Husholdningernes forbrugsudgifter (Anvendelse),Løbende priser,1984,2582.244
Import inkl. told,010000 Landbrug og gartneri-(Tilgang),Husholdningernes forbrugsudgifter (Anvendelse),Foregående års priser,1984,2211.725
Told,010000 Landbrug og gartneri-(Tilgang),Husholdningernes forbrugsudgifter (Anvendelse),Løbende priser,2015,17.479
Told,010000 Landbrug og gartneri-(Tilgang),Husholdningernes forbrugsudgifter (Anvendelse),Foregående års priser,2015,13.316
Import inkl. told,100030 Mejerier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,1984,782.979
Import inkl. told,100030 Mejerier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Foregående års priser,1984,774.265
Import inkl. told,100030 Mejerier-(Tilgang),Faste bruttoinvesteringer ialt - (Anvendelse),Løbende priser,1984,0.0
Import inkl. told,100030 Mejerier-(Tilgang),Faste bruttoinvesteringer ialt - (Anvendelse),Foregående års priser,1984,0.0
Import inkl. told,100030 Mejerier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1984,0.036
Import inkl. told,100030 Mejerier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1984,0.039
Told,010000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),Løbende priser,2015,3.467
Told,010000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),Foregående års priser,2015,2.715
Told,010000 Landbrug og gartneri-(Tilgang),Lagre - (Anvendelse),Løbende priser,2015,0.46
Told,010000 Landbrug og gartneri-(Tilgang),Lagre - (Anvendelse),Foregående års priser,2015,0.547
Told,010000 Landbrug og gartneri-(Tilgang),010000 Landbrug og gartneri- (Anvendelse),Løbende priser,2015,2.264
Told,010000 Landbrug og gartneri-(Tilgang),010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2015,1.721
Told,010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),Løbende priser,2015,0.086
Told,010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),Foregående års priser,2015,0.12
Told,010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),Løbende priser,2015,0.185
Told,010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),Foregående års priser,2015,0.12
Import inkl. told,010000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),Løbende priser,1984,1059.865
Import inkl. told,010000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),Foregående års priser,1984,893.202
Import inkl. told,010000 Landbrug og gartneri-(Tilgang),Lagre - (Anvendelse),Løbende priser,1984,294.61
Import inkl. told,010000 Landbrug og gartneri-(Tilgang),Lagre - (Anvendelse),Foregående års priser,1984,206.666
Import inkl. told,010000 Landbrug og gartneri-(Tilgang),010000 Landbrug og gartneri- (Anvendelse),Løbende priser,1984,709.704
Import inkl. told,010000 Landbrug og gartneri-(Tilgang),010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1984,671.274
Import inkl. told,010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),Løbende priser,1984,48.077
Import inkl. told,010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),Foregående års priser,1984,49.621
Import inkl. told,010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),Løbende priser,1984,40.75
Import inkl. told,010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),Foregående års priser,1984,32.478
Import inkl. told,100030 Mejerier-(Tilgang),Husholdningernes forbrugsudgifter (Anvendelse),Løbende priser,1984,311.694
Import inkl. told,100030 Mejerier-(Tilgang),Husholdningernes forbrugsudgifter (Anvendelse),Foregående års priser,1984,317.352
Import inkl. told,100030 Mejerier-(Tilgang),Eksport - (Anvendelse),Løbende priser,1984,36.532
Import inkl. told,100030 Mejerier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,1984,43.128
Import inkl. told,100030 Mejerier-(Tilgang),Lagre - (Anvendelse),Løbende priser,1984,-43.016
Import inkl. told,100030 Mejerier-(Tilgang),Lagre - (Anvendelse),Foregående års priser,1984,-48.389
Import inkl. told,100030 Mejerier-(Tilgang),010000 Landbrug og gartneri- (Anvendelse),Løbende priser,1984,51.07
Import inkl. told,100030 Mejerier-(Tilgang),010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1984,43.997
Import inkl. told,100030 Mejerier-(Tilgang),100010 Slagterier- (Anvendelse),Løbende priser,1984,11.368
Import inkl. told,100030 Mejerier-(Tilgang),100010 Slagterier- (Anvendelse),Foregående års priser,1984,10.947
Import inkl. told,100030 Mejerier-(Tilgang),100030 Mejerier- (Anvendelse),Løbende priser,1984,146.607
Import inkl. told,100030 Mejerier-(Tilgang),100030 Mejerier- (Anvendelse),Foregående års priser,1984,141.303
Import inkl. told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,1974,261.447
Import inkl. told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Foregående års priser,1974,261.412
Import inkl. told,100010 Slagterier-(Tilgang),Faste bruttoinvesteringer ialt - (Anvendelse),Løbende priser,1974,0.0
Import inkl. told,100010 Slagterier-(Tilgang),Faste bruttoinvesteringer ialt - (Anvendelse),Foregående års priser,1974,0.0
Import inkl. told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1974,0.012
Import inkl. told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1974,0.015
Import inkl. told,100010 Slagterier-(Tilgang),Husholdningernes forbrugsudgifter (Anvendelse),Løbende priser,1974,19.274
Import inkl. told,100010 Slagterier-(Tilgang),Husholdningernes forbrugsudgifter (Anvendelse),Foregående års priser,1974,17.441
Import inkl. told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,1974,31.069
Import inkl. told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,1974,29.594
Import inkl. told,100010 Slagterier-(Tilgang),Lagre - (Anvendelse),Løbende priser,1974,7.964
Import inkl. told,100010 Slagterier-(Tilgang),Lagre - (Anvendelse),Foregående års priser,1974,7.17
Import inkl. told,100010 Slagterier-(Tilgang),010000 Landbrug og gartneri- (Anvendelse),Løbende priser,1974,2.863
Import inkl. told,100010 Slagterier-(Tilgang),010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1974,2.961
Import inkl. told,100010 Slagterier-(Tilgang),100010 Slagterier- (Anvendelse),Løbende priser,1974,59.801
Import inkl. told,100010 Slagterier-(Tilgang),100010 Slagterier- (Anvendelse),Foregående års priser,1974,60.41
Import inkl. told,100010 Slagterier-(Tilgang),100030 Mejerier- (Anvendelse),Løbende priser,1974,0.334
Import inkl. told,100010 Slagterier-(Tilgang),100030 Mejerier- (Anvendelse),Foregående års priser,1974,0.248
Told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2015,21.388
Told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Foregående års priser,2015,32.113
Told,100010 Slagterier-(Tilgang),Faste bruttoinvesteringer ialt - (Anvendelse),Løbende priser,2015,0.0
Told,100010 Slagterier-(Tilgang),Faste bruttoinvesteringer ialt - (Anvendelse),Foregående års priser,2015,0.0
Told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2015,0.002
Told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2015,0.002
Told,100010 Slagterier-(Tilgang),Husholdningernes forbrugsudgifter (Anvendelse),Løbende priser,2015,8.016
Told,100010 Slagterier-(Tilgang),Husholdningernes forbrugsudgifter (Anvendelse),Foregående års priser,2015,11.738
Told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2009,45.057
Told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Foregående års priser,2009,44.786
Told,100010 Slagterier-(Tilgang),Faste bruttoinvesteringer ialt - (Anvendelse),Løbende priser,2009,0.0
Told,100010 Slagterier-(Tilgang),Faste bruttoinvesteringer ialt - (Anvendelse),Foregående års priser,2009,0.0
Told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2009,0.002
Told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2009,0.003
Told,100010 Slagterier-(Tilgang),Husholdningernes forbrugsudgifter (Anvendelse),Løbende priser,2009,13.71
Told,100010 Slagterier-(Tilgang),Husholdningernes forbrugsudgifter (Anvendelse),Foregående års priser,2009,14.136
Told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,2009,4.045
Told,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,2009,4.045
Told,100010 Slagterier-(Tilgang),Lagre - (Anvendelse),Løbende priser,2009,0.069
Told,100010 Slagterier-(Tilgang),Lagre - (Anvendelse),Foregående års priser,2009,0.069
Told,100010 Slagterier-(Tilgang),010000 Landbrug og gartneri- (Anvendelse),Løbende priser,2009,0.0
Told,100010 Slagterier-(Tilgang),010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2009,0.0
Told,100010 Slagterier-(Tilgang),100010 Slagterier- (Anvendelse),Løbende priser,2009,13.735
Told,100010 Slagterier-(Tilgang),100010 Slagterier- (Anvendelse),Foregående års priser,2009,13.16
Told,100010 Slagterier-(Tilgang),100030 Mejerier- (Anvendelse),Løbende priser,2009,0.017
Told,100010 Slagterier-(Tilgang),100030 Mejerier- (Anvendelse),Foregående års priser,2009,0.013
Dansk produktion,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Løbende priser,1994,24426.945
Dansk produktion,100010 Slagterier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,1994,24326.901
Dansk produktion,100010 Slagterier-(Tilgang),Lagre - (Anvendelse),Løbende priser,1994,-626.489
Dansk produktion,100010 Slagterier-(Tilgang),Lagre - (Anvendelse),Foregående års priser,1994,-624.2
Dansk produktion,100010 Slagterier-(Tilgang),010000 Landbrug og gartneri- (Anvendelse),Løbende priser,1994,260.263
Dansk produktion,100010 Slagterier-(Tilgang),010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1994,262.695
Dansk produktion,100010 Slagterier-(Tilgang),100010 Slagterier- (Anvendelse),Løbende priser,1994,6778.732
Dansk produktion,100010 Slagterier-(Tilgang),100010 Slagterier- (Anvendelse),Foregående års priser,1994,6568.514
Dansk produktion,100010 Slagterier-(Tilgang),100030 Mejerier- (Anvendelse),Løbende priser,1994,24.348
Dansk produktion,100010 Slagterier-(Tilgang),100030 Mejerier- (Anvendelse),Foregående års priser,1994,24.917
Dansk produktion,100030 Mejerier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2015,34664.278
Dansk produktion,100030 Mejerier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Foregående års priser,2015,34570.038
Dansk produktion,100030 Mejerier-(Tilgang),Faste bruttoinvesteringer ialt - (Anvendelse),Løbende priser,2015,247.467
Dansk produktion,100030 Mejerier-(Tilgang),Faste bruttoinvesteringer ialt - (Anvendelse),Foregående års priser,2015,245.086
Dansk produktion,100030 Mejerier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2015,0.0
Dansk produktion,100030 Mejerier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2015,0.0
Told,100030 Mejerier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2009,74.089
Told,100030 Mejerier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Foregående års priser,2009,105.928
Told,100030 Mejerier-(Tilgang),Faste bruttoinvesteringer ialt - (Anvendelse),Løbende priser,2009,0.0
Told,100030 Mejerier-(Tilgang),Faste bruttoinvesteringer ialt - (Anvendelse),Foregående års priser,2009,0.0
Told,100030 Mejerier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2009,0.0
Told,100030 Mejerier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2009,0.0
Told,100030 Mejerier-(Tilgang),Husholdningernes forbrugsudgifter (Anvendelse),Løbende priser,2009,22.347
Told,100030 Mejerier-(Tilgang),Husholdningernes forbrugsudgifter (Anvendelse),Foregående års priser,2009,31.557
Told,010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2009,46.845
Told,010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Foregående års priser,2009,44.949
Told,010000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer ialt - (Anvendelse),Løbende priser,2009,0.0
Told,010000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer ialt - (Anvendelse),Foregående års priser,2009,0.0
Told,010000 Landbrug og gartneri-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2009,0.0
Told,010000 Landbrug og gartneri-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2009,0.0
Told,100030 Mejerier-(Tilgang),Eksport - (Anvendelse),Løbende priser,2009,2.445
Told,100030 Mejerier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,2009,2.445
Told,100030 Mejerier-(Tilgang),Lagre - (Anvendelse),Løbende priser,2009,0.0
Told,100030 Mejerier-(Tilgang),Lagre - (Anvendelse),Foregående års priser,2009,0.0
Told,100030 Mejerier-(Tilgang),010000 Landbrug og gartneri- (Anvendelse),Løbende priser,2009,0.004
Told,100030 Mejerier-(Tilgang),010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2009,0.013
Told,100030 Mejerier-(Tilgang),100010 Slagterier- (Anvendelse),Løbende priser,2009,0.009
Told,100030 Mejerier-(Tilgang),100010 Slagterier- (Anvendelse),Foregående års priser,2009,0.008
Told,100030 Mejerier-(Tilgang),100030 Mejerier- (Anvendelse),Løbende priser,2009,10.595
Told,100030 Mejerier-(Tilgang),100030 Mejerier- (Anvendelse),Foregående års priser,2009,17.08
Told,010000 Landbrug og gartneri-(Tilgang),Husholdningernes forbrugsudgifter (Anvendelse),Løbende priser,2009,15.697
Told,010000 Landbrug og gartneri-(Tilgang),Husholdningernes forbrugsudgifter (Anvendelse),Foregående års priser,2009,15.081
Told,010000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),Løbende priser,2009,4.146
Told,010000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),Foregående års priser,2009,4.146
Told,010000 Landbrug og gartneri-(Tilgang),Lagre - (Anvendelse),Løbende priser,2009,0.0
Told,010000 Landbrug og gartneri-(Tilgang),Lagre - (Anvendelse),Foregående års priser,2009,0.0
Told,010000 Landbrug og gartneri-(Tilgang),010000 Landbrug og gartneri- (Anvendelse),Løbende priser,2009,0.734
Told,010000 Landbrug og gartneri-(Tilgang),010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2009,0.782
Told,010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),Løbende priser,2009,0.025
Told,010000 Landbrug og gartneri-(Tilgang),100010 Slagterier- (Anvendelse),Foregående års priser,2009,0.038
Told,010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),Løbende priser,2009,0.111
Told,010000 Landbrug og gartneri-(Tilgang),100030 Mejerier- (Anvendelse),Foregående års priser,2009,0.035
Dansk produktion,010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2015,68758.59
Dansk produktion,010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Foregående års priser,2015,74341.83
Dansk produktion,010000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer ialt - (Anvendelse),Løbende priser,2015,86.524
Dansk produktion,010000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer ialt - (Anvendelse),Foregående års priser,2015,71.79
Dansk produktion,100030 Mejerier-(Tilgang),Husholdningernes forbrugsudgifter (Anvendelse),Løbende priser,2015,6466.216
Dansk produktion,100030 Mejerier-(Tilgang),Husholdningernes forbrugsudgifter (Anvendelse),Foregående års priser,2015,6174.981
Import inkl. told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2015,11592.172
Import inkl. told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Foregående års priser,2015,11646.058
Import inkl. told,100010 Slagterier-(Tilgang),Faste bruttoinvesteringer ialt - (Anvendelse),Løbende priser,2015,0.002
Import inkl. told,100010 Slagterier-(Tilgang),Faste bruttoinvesteringer ialt - (Anvendelse),Foregående års priser,2015,0.002
Import inkl. told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2015,0.346
Import inkl. told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2015,0.364
Dansk produktion,010000 Landbrug og gartneri-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2015,0.015
Dansk produktion,010000 Landbrug og gartneri-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2015,0.012
Dansk produktion,010000 Landbrug og gartneri-(Tilgang),Husholdningernes forbrugsudgifter (Anvendelse),Løbende priser,2015,3289.446
Dansk produktion,010000 Landbrug og gartneri-(Tilgang),Husholdningernes forbrugsudgifter (Anvendelse),Foregående års priser,2015,3330.246
Dansk produktion,100030 Mejerier-(Tilgang),Eksport - (Anvendelse),Løbende priser,2015,20351.01
Dansk produktion,100030 Mejerier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,2015,20291.483
Dansk produktion,100030 Mejerier-(Tilgang),Lagre - (Anvendelse),Løbende priser,2015,-137.163
Dansk produktion,100030 Mejerier-(Tilgang),Lagre - (Anvendelse),Foregående års priser,2015,-128.864
Dansk produktion,100030 Mejerier-(Tilgang),010000 Landbrug og gartneri- (Anvendelse),Løbende priser,2015,117.705
Dansk produktion,100030 Mejerier-(Tilgang),010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2015,152.432
Dansk produktion,100030 Mejerier-(Tilgang),100010 Slagterier- (Anvendelse),Løbende priser,2015,62.893
Dansk produktion,100030 Mejerier-(Tilgang),100010 Slagterier- (Anvendelse),Foregående års priser,2015,63.272
Dansk produktion,100030 Mejerier-(Tilgang),100030 Mejerier- (Anvendelse),Løbende priser,2015,4116.253
Dansk produktion,100030 Mejerier-(Tilgang),100030 Mejerier- (Anvendelse),Foregående års priser,2015,4275.147
Dansk produktion,100030 Mejerier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,1994,21254.905
Dansk produktion,100030 Mejerier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Foregående års priser,1994,22085.168
Dansk produktion,100030 Mejerier-(Tilgang),Faste bruttoinvesteringer ialt - (Anvendelse),Løbende priser,1994,6.277
Dansk produktion,100030 Mejerier-(Tilgang),Faste bruttoinvesteringer ialt - (Anvendelse),Foregående års priser,1994,6.263
Dansk produktion,100030 Mejerier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1994,0.0
Dansk produktion,100030 Mejerier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1994,0.0
Import inkl. told,100010 Slagterier-(Tilgang),Husholdningernes forbrugsudgifter (Anvendelse),Løbende priser,2015,5147.762
Import inkl. told,100010 Slagterier-(Tilgang),Husholdningernes forbrugsudgifter (Anvendelse),Foregående års priser,2015,5239.735
Dansk produktion,010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,1994,55147.064
Dansk produktion,010000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Foregående års priser,1994,55102.959
Dansk produktion,010000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer ialt - (Anvendelse),Løbende priser,1994,-10.141
Dansk produktion,010000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer ialt - (Anvendelse),Foregående års priser,1994,-10.018
Dansk produktion,010000 Landbrug og gartneri-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,1994,0.317
Dansk produktion,010000 Landbrug og gartneri-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,1994,0.322
Dansk produktion,100030 Mejerier-(Tilgang),Husholdningernes forbrugsudgifter (Anvendelse),Løbende priser,1994,4790.075
Dansk produktion,100030 Mejerier-(Tilgang),Husholdningernes forbrugsudgifter (Anvendelse),Foregående års priser,1994,4836.71
Dansk produktion,100030 Mejerier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2005,26173.198
Dansk produktion,100030 Mejerier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Foregående års priser,2005,26292.457
Dansk produktion,100030 Mejerier-(Tilgang),Faste bruttoinvesteringer ialt - (Anvendelse),Løbende priser,2005,116.444
Dansk produktion,100030 Mejerier-(Tilgang),Faste bruttoinvesteringer ialt - (Anvendelse),Foregående års priser,2005,112.493
Dansk produktion,100030 Mejerier-(Tilgang),Eksport - (Anvendelse),Løbende priser,1994,11436.698
Dansk produktion,100030 Mejerier-(Tilgang),Eksport - (Anvendelse),Foregående års priser,1994,12082.858
Dansk produktion,100030 Mejerier-(Tilgang),Lagre - (Anvendelse),Løbende priser,1994,-417.398
Dansk produktion,100030 Mejerier-(Tilgang),Lagre - (Anvendelse),Foregående års priser,1994,-439.83
Told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Løbende priser,2005,118.026
Told,100010 Slagterier-(Tilgang),"Anvendelse, i alt-(Anvendelse)",Foregående års priser,2005,107.207
Told,100010 Slagterier-(Tilgang),Faste bruttoinvesteringer ialt - (Anvendelse),Løbende priser,2005,0.0
Told,100010 Slagterier-(Tilgang),Faste bruttoinvesteringer ialt - (Anvendelse),Foregående års priser,2005,0.0
Told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Løbende priser,2005,0.001
Told,100010 Slagterier-(Tilgang),"Offentligt forbrug, i alt-(Anvendelse)",Foregående års priser,2005,0.001
Told,100010 Slagterier-(Tilgang),Husholdningernes forbrugsudgifter (Anvendelse),Løbende priser,2005,40.567
Told,100010 Slagterier-(Tilgang),Husholdningernes forbrugsudgifter (Anvendelse),Foregående års priser,2005,36.849
Dansk produktion,010000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),Løbende priser,2015,18969.861
Dansk produktion,010000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),Foregående års priser,2015,18895.1
Dansk produktion,010000 Landbrug og gartneri-(Tilgang),Lagre - (Anvendelse),Løbende priser,2015,-1740.767
